datetime,conductivity,temp,conductivity_cor,salinity,salinity_cor
2021-05-25T21:00:00Z,0,23.07,1101.7555800156524,-4.336808689942018e-19,0.5679790784390585
2021-05-25T21:15:00Z,0,23.15,1101.7555800156524,4.336808689942018e-19,0.566982915383747
2021-05-25T21:30:00Z,0,23.11,1101.7555800156524,-4.336808689942018e-19,0.5674806237314446
2021-05-25T21:45:00Z,0,23.02,1101.7555800156524,4.336808689942018e-19,0.5686031986726675
2021-05-25T22:00:00Z,0,23.01,1101.7555800156524,4.336808689942018e-19,0.5687281632003406
2021-05-25T22:15:00Z,0,23.16,1101.7555800156524,4.336808689942018e-19,0.5668586047405234
2021-05-25T22:30:00Z,0,23.56,1101.7555800156524,0,0.5619240876704509
2021-05-25T22:45:00Z,0,23.49,1101.7555800156524,-8.673617379884035e-19,0.5627823187224396
2021-05-25T23:00:00Z,0,22.18,1101.7555800156524,-4.336808689942018e-19,0.5792659177793463
2021-05-25T23:15:00Z,0,21.55,1101.7555800156524,-4.336808689942018e-19,0.5874885475452823
2021-05-25T23:30:00Z,0,21.33,1101.7555800156524,0,0.5904068116244892
2021-05-25T23:45:00Z,0,21.35,1101.7555800156524,-4.336808689942018e-19,0.5901404981177989
2021-05-26T00:00:00Z,0,21.44,1101.7555800156524,8.673617379884035e-19,0.5889446085666558
2021-05-26T00:15:00Z,0,21.37,1101.7555800156524,4.336808689942018e-19,0.5898743885900812
2021-05-26T00:30:00Z,0,21.4,1101.7555800156524,0,0.5894756063026015
2021-05-26T00:45:00Z,0,21.42,1101.7555800156524,4.336808689942018e-19,0.5892100058097994
2021-05-26T01:00:00Z,0,21.45,1101.7555800156524,0,0.5888119860987654
2021-05-26T01:15:00Z,0,21.51,1101.7555800156524,-8.673617379884035e-19,0.588017315809322
2021-05-26T01:30:00Z,0,21.56,1101.7555800156524,4.336808689942018e-19,0.5873564817336351
2021-05-26T01:45:00Z,0,21.82,1101.7555800156524,8.673617379884035e-19,0.5839404036168337
2021-05-26T02:00:00Z,0,21.7,1101.7555800156524,8.673617379884035e-19,0.5855128459467446
2021-05-26T02:15:00Z,0,21.68,1101.7555800156524,8.673617379884035e-19,0.5857756197559579
2021-05-26T02:30:00Z,0,21.7,1101.7555800156524,8.673617379884035e-19,0.5855128459467446
2021-05-26T02:45:00Z,0,21.71,1101.7555800156524,8.673617379884035e-19,0.5853815341916838
2021-05-26T03:00:00Z,0,21.75,1101.7555800156524,-8.673617379884035e-19,0.5848567875731149
2021-05-26T03:15:00Z,0,21.77,1101.7555800156524,-4.336808689942018e-19,0.5845947141481673
2021-05-26T03:30:00Z,0,21.79,1101.7555800156524,4.336808689942018e-19,0.5843328403747524
2021-05-26T03:45:00Z,0,21.8,1101.7555800156524,-8.673617379884035e-19,0.5842019782938608
2021-05-26T04:00:00Z,0,21.8,1101.7555800156524,-8.673617379884035e-19,0.5842019782938608
2021-05-26T04:15:00Z,0,22.49,1101.7555800156524,-4.336808689942018e-19,0.5752914768204109
2021-05-26T04:30:00Z,0,24.29,1101.7555800156524,0,0.5531057057996981
2021-05-26T04:45:00Z,0,24.41,1101.7555800156524,-8.673617379884035e-19,0.5516787715164947
2021-05-26T05:00:00Z,0,24,1101.7555800156524,0,0.5565803560371156
2021-05-26T05:15:00Z,0,23.7,1101.7555800156524,4.336808689942018e-19,0.5602143226284376
2021-05-26T05:30:00Z,0,23.7,1101.7555800156524,4.336808689942018e-19,0.5602143226284376
2021-05-26T05:45:00Z,0,23.7,1101.7555800156524,4.336808689942018e-19,0.5602143226284376
2021-05-26T06:00:00Z,0,23.22,1101.7555800156524,-4.336808689942018e-19,0.5661137172154364
2021-05-26T06:15:00Z,0,22.6,1101.7555800156524,4.336808689942018e-19,0.5738923455981322
2021-05-26T06:30:00Z,0,22.23,1101.7555800156524,4.336808689942018e-19,0.5786217206558579
2021-05-26T06:45:00Z,0,22.03,1101.7555800156524,-8.673617379884035e-19,0.5812058542077242
2021-05-26T07:00:00Z,0,21.88,1101.7555800156524,-4.336808689942018e-19,0.5831568736399702
2021-05-26T07:15:00Z,0,21.74,1101.7555800156524,-8.673617379884035e-19,0.5849878992184828
2021-05-26T07:30:00Z,0,21.64,1101.7555800156524,0,0.5863017692863614
2021-05-26T07:45:00Z,0,21.54,1101.7555800156524,8.673617379884035e-19,0.5876206638328842
2021-05-26T08:00:00Z,0,21.5,1101.7555800156524,-8.673617379884035e-19,0.5881496342587295
2021-05-26T08:15:00Z,0,21.42,1101.7555800156524,4.336808689942018e-19,0.5892100058097994
2021-05-26T08:30:00Z,0,21.33,1101.7555800156524,0,0.5904068116244892
2021-05-26T08:45:00Z,0,21.31,1101.7555800156524,8.673617379884035e-19,0.5906733293191272
2021-05-26T09:00:00Z,0,21.23,1101.7555800156524,-8.673617379884035e-19,0.5917414461660286
2021-05-26T09:15:00Z,0,21.18,1101.7555800156524,8.673617379884035e-19,0.5924106858917815
2021-05-26T09:30:00Z,0,21.16,1101.7555800156524,-4.336808689942018e-19,0.5926787416841668
2021-05-26T09:45:00Z,0,21.09,1101.7555800156524,0,0.5936185604000592
2021-05-26T10:00:00Z,0,21.04,1101.7555800156524,0,0.5942914093281212
2021-05-26T10:15:00Z,0,20.98,1101.7555800156524,0,0.5951005381347827
2021-05-26T10:30:00Z,0,20.93,1101.7555800156524,8.673617379884035e-19,0.5957762411308808
2021-05-26T10:45:00Z,0,20.93,1101.7555800156524,8.673617379884035e-19,0.5957762411308808
2021-05-26T11:00:00Z,0,20.89,1101.7555800156524,-8.673617379884035e-19,0.5963177412759405
