Date,Time,DO conc (mg/L) c:1 2
07/29/21,15:15:00,13.02
07/29/21,15:30:00,13.13
07/29/21,15:45:00,13.35
07/29/21,16:00:00,14.50
07/29/21,16:15:00,15.26
07/29/21,16:30:00,16.05
07/29/21,16:45:00,16.62
07/29/21,17:00:00,17.22
07/29/21,17:15:00,17.67
07/29/21,17:30:00,17.93
07/29/21,17:45:00,17.80
07/29/21,18:00:00,17.42
07/29/21,18:15:00,17.09
07/29/21,18:30:00,16.97
07/29/21,18:45:00,16.79
07/29/21,19:00:00,16.30
07/29/21,19:15:00,15.41
07/29/21,19:30:00,15.10
07/29/21,19:45:00,15.02
07/29/21,20:00:00,14.98
07/29/21,20:15:00,14.73
07/29/21,20:30:00,14.46
07/29/21,20:45:00,13.81
07/29/21,21:00:00,13.60
07/29/21,21:15:00,13.44
07/29/21,21:30:00,13.33
07/29/21,21:45:00,13.14
07/29/21,22:00:00,13.08
07/29/21,22:15:00,13.02
07/29/21,22:30:00,12.92
07/29/21,22:45:00,12.56
07/29/21,23:00:00,12.61
07/29/21,23:15:00,12.55
07/29/21,23:30:00,12.62
07/29/21,23:45:00,12.55
07/30/21,00:00:00,12.43
07/30/21,00:15:00,12.19
07/30/21,00:30:00,12.14
07/30/21,00:45:00,12.17
07/30/21,01:00:00,12.77
07/30/21,01:15:00,13.81
07/30/21,01:30:00,14.30
07/30/21,01:45:00,14.40
07/30/21,02:00:00,14.51
07/30/21,02:15:00,14.49
07/30/21,02:30:00,14.53
07/30/21,02:45:00,14.34
07/30/21,03:00:00,14.25
07/30/21,03:15:00,14.06
07/30/21,03:30:00,13.79
07/30/21,03:45:00,13.42
07/30/21,04:00:00,13.06
07/30/21,04:15:00,12.70
07/30/21,04:30:00,12.29
07/30/21,04:45:00,12.01
07/30/21,05:00:00,11.77
07/30/21,05:15:00,11.56
07/30/21,05:30:00,11.33
07/30/21,05:45:00,11.09
07/30/21,06:00:00,10.97
07/30/21,06:15:00,10.76
07/30/21,06:30:00,11.06
07/30/21,06:45:00,11.04
07/30/21,07:00:00,11.20
07/30/21,07:15:00,11.39
07/30/21,07:30:00,11.56
07/30/21,07:45:00,11.60
07/30/21,08:00:00,11.71
07/30/21,08:15:00,11.76
07/30/21,08:30:00,11.78
07/30/21,08:45:00,11.83
07/30/21,09:00:00,11.92
07/30/21,09:15:00,12.09
07/30/21,09:30:00,12.23
07/30/21,09:45:00,12.38
07/30/21,10:00:00,12.57
07/30/21,10:15:00,12.67
07/30/21,10:30:00,12.75
07/30/21,10:45:00,12.94
07/30/21,11:00:00,13.00
07/30/21,11:15:00,13.13
07/30/21,11:30:00,13.38
07/30/21,11:45:00,13.49
07/30/21,12:00:00,13.62
07/30/21,12:15:00,13.80
07/30/21,12:30:00,14.23
07/30/21,12:45:00,14.11
07/30/21,13:00:00,14.31
07/30/21,13:15:00,14.30
07/30/21,13:30:00,14.64
07/30/21,13:45:00,14.67
07/30/21,14:00:00,14.68
07/30/21,14:15:00,14.48
07/30/21,14:30:00,14.58
07/30/21,14:45:00,14.56
07/30/21,15:00:00,14.83
07/30/21,15:15:00,14.70
07/30/21,15:30:00,14.84
07/30/21,15:45:00,14.80
07/30/21,16:00:00,14.98
07/30/21,16:15:00,14.97
07/30/21,16:30:00,15.09
07/30/21,16:45:00,15.18
07/30/21,17:00:00,15.33
07/30/21,17:15:00,15.58
07/30/21,17:30:00,15.86
07/30/21,17:45:00,16.09
07/30/21,18:00:00,16.29
07/30/21,18:15:00,16.34
07/30/21,18:30:00,16.28
07/30/21,18:45:00,16.12
07/30/21,19:00:00,15.95
07/30/21,19:15:00,15.79
07/30/21,19:30:00,15.82
07/30/21,19:45:00,15.96
07/30/21,20:00:00,16.20
07/30/21,20:15:00,16.16
07/30/21,20:30:00,16.08
07/30/21,20:45:00,15.93
07/30/21,21:00:00,15.53
07/30/21,21:15:00,15.28
07/30/21,21:30:00,15.26
07/30/21,21:45:00,15.01
07/30/21,22:00:00,14.90
07/30/21,22:15:00,14.60
07/30/21,22:30:00,14.43
07/30/21,22:45:00,14.37
07/30/21,23:00:00,14.13
07/30/21,23:15:00,13.88
07/30/21,23:30:00,13.75
07/30/21,23:45:00,13.72
07/31/21,00:00:00,13.62
07/31/21,00:15:00,13.50
07/31/21,00:30:00,13.39
07/31/21,00:45:00,13.19
07/31/21,01:00:00,13.03
07/31/21,01:15:00,12.55
07/31/21,01:30:00,11.90
07/31/21,01:45:00,13.81
07/31/21,02:00:00,14.23
07/31/21,02:15:00,14.11
07/31/21,02:30:00,13.99
07/31/21,02:45:00,13.74
07/31/21,03:00:00,13.12
07/31/21,03:15:00,12.86
07/31/21,03:30:00,12.88
07/31/21,03:45:00,12.71
07/31/21,04:00:00,12.45
07/31/21,04:15:00,12.08
07/31/21,04:30:00,11.51
07/31/21,04:45:00,10.82
07/31/21,05:00:00,10.24
07/31/21,05:15:00,9.80
07/31/21,05:30:00,9.43
07/31/21,05:45:00,9.09
07/31/21,06:00:00,8.93
07/31/21,06:15:00,8.73
07/31/21,06:30:00,8.72
07/31/21,06:45:00,8.60
07/31/21,07:00:00,8.50
07/31/21,07:15:00,8.29
07/31/21,07:30:00,8.24
07/31/21,07:45:00,8.34
07/31/21,08:00:00,8.41
07/31/21,08:15:00,8.63
07/31/21,08:30:00,8.88
07/31/21,08:45:00,9.16
07/31/21,09:00:00,9.41
07/31/21,09:15:00,9.64
07/31/21,09:30:00,9.75
07/31/21,09:45:00,9.89
07/31/21,10:00:00,10.01
07/31/21,10:15:00,10.09
07/31/21,10:30:00,10.05
07/31/21,10:45:00,10.10
07/31/21,11:00:00,10.15
07/31/21,11:15:00,10.15
07/31/21,11:30:00,10.18
07/31/21,11:45:00,9.99
07/31/21,12:00:00,10.10
07/31/21,12:15:00,10.07
07/31/21,12:30:00,9.96
07/31/21,12:45:00,10.08
07/31/21,13:00:00,10.01
07/31/21,13:15:00,10.00
07/31/21,13:30:00,9.98
07/31/21,13:45:00,10.03
07/31/21,14:00:00,9.99
07/31/21,14:15:00,10.03
07/31/21,14:30:00,9.98
07/31/21,14:45:00,9.93
07/31/21,15:00:00,9.97
07/31/21,15:15:00,9.83
07/31/21,15:30:00,9.64
07/31/21,15:45:00,9.70
07/31/21,16:00:00,9.41
07/31/21,16:15:00,9.44
07/31/21,16:30:00,9.40
07/31/21,16:45:00,9.51
07/31/21,17:00:00,9.46
07/31/21,17:15:00,9.47
07/31/21,17:30:00,9.31
07/31/21,17:45:00,9.70
07/31/21,18:00:00,9.65
07/31/21,18:15:00,9.64
07/31/21,18:30:00,9.59
07/31/21,18:45:00,9.74
07/31/21,19:00:00,9.94
07/31/21,19:15:00,10.33
07/31/21,19:30:00,10.48
07/31/21,19:45:00,10.56
07/31/21,20:00:00,10.76
07/31/21,20:15:00,11.22
07/31/21,20:30:00,11.34
07/31/21,20:45:00,11.56
07/31/21,21:00:00,11.36
07/31/21,21:15:00,11.55
07/31/21,21:30:00,11.61
07/31/21,21:45:00,11.31
07/31/21,22:00:00,11.28
07/31/21,22:15:00,11.06
07/31/21,22:30:00,11.01
07/31/21,22:45:00,10.72
07/31/21,23:00:00,11.00
07/31/21,23:15:00,10.86
07/31/21,23:30:00,10.77
07/31/21,23:45:00,10.07
08/01/21,00:00:00,10.75
08/01/21,00:15:00,10.69
08/01/21,00:30:00,10.47
08/01/21,00:45:00,10.38
08/01/21,01:00:00,10.44
08/01/21,01:15:00,10.19
08/01/21,01:30:00,10.68
08/01/21,01:45:00,10.78
08/01/21,02:00:00,10.75
08/01/21,02:15:00,9.92
08/01/21,02:30:00,8.76
08/01/21,02:45:00,8.57
08/01/21,03:00:00,8.45
08/01/21,03:15:00,8.23
08/01/21,03:30:00,7.72
08/01/21,03:45:00,7.13
08/01/21,04:00:00,6.58
08/01/21,04:15:00,6.11
08/01/21,04:30:00,5.92
08/01/21,04:45:00,5.79
08/01/21,05:00:00,5.70
08/01/21,05:15:00,5.65
08/01/21,05:30:00,5.57
08/01/21,05:45:00,5.46
08/01/21,06:00:00,5.40
08/01/21,06:15:00,5.30
08/01/21,06:30:00,5.22
08/01/21,06:45:00,5.19
08/01/21,07:00:00,5.11
08/01/21,07:15:00,4.99
08/01/21,07:30:00,5.10
08/01/21,07:45:00,5.03
08/01/21,08:00:00,5.06
08/01/21,08:15:00,5.07
08/01/21,08:30:00,5.09
08/01/21,08:45:00,5.13
08/01/21,09:00:00,5.13
08/01/21,09:15:00,5.18
08/01/21,09:30:00,5.19
08/01/21,09:45:00,5.24
08/01/21,10:00:00,5.34
08/01/21,10:15:00,5.51
08/01/21,10:30:00,5.73
08/01/21,10:45:00,6.01
08/01/21,11:00:00,6.34
08/01/21,11:15:00,6.79
08/01/21,11:30:00,7.88
08/01/21,11:45:00,8.67
08/01/21,12:00:00,9.51
08/01/21,12:15:00,10.05
08/01/21,12:30:00,9.80
08/01/21,12:45:00,10.13
08/01/21,13:00:00,11.08
08/01/21,13:15:00,11.49
08/01/21,13:30:00,10.97
08/01/21,13:45:00,11.29
08/01/21,14:00:00,11.65
08/01/21,14:15:00,11.88
08/01/21,14:30:00,11.61
08/01/21,14:45:00,11.54
08/01/21,15:00:00,11.55
08/01/21,15:15:00,11.35
08/01/21,15:30:00,11.21
08/01/21,15:45:00,11.16
08/01/21,16:00:00,11.05
08/01/21,16:15:00,10.94
08/01/21,16:30:00,10.97
08/01/21,16:45:00,10.99
08/01/21,17:00:00,10.75
08/01/21,17:15:00,10.81
08/01/21,17:30:00,11.01
08/01/21,17:45:00,11.10
08/01/21,18:00:00,11.19
08/01/21,18:15:00,10.91
08/01/21,18:30:00,10.89
08/01/21,18:45:00,10.84
08/01/21,19:00:00,10.73
08/01/21,19:15:00,10.20
08/01/21,19:30:00,9.28
08/01/21,19:45:00,10.44
08/01/21,20:00:00,10.77
08/01/21,20:15:00,10.15
08/01/21,20:30:00,10.97
08/01/21,20:45:00,10.55
08/01/21,21:00:00,9.98
08/01/21,21:15:00,10.98
08/01/21,21:30:00,10.79
08/01/21,21:45:00,10.46
08/01/21,22:00:00,10.47
08/01/21,22:15:00,10.50
08/01/21,22:30:00,10.27
08/01/21,22:45:00,9.92
08/01/21,23:00:00,9.47
08/01/21,23:15:00,9.41
08/01/21,23:30:00,9.37
08/01/21,23:45:00,9.47
08/02/21,00:00:00,8.92
08/02/21,00:15:00,8.61
08/02/21,00:30:00,8.81
08/02/21,00:45:00,8.47
08/02/21,01:00:00,8.45
08/02/21,01:15:00,8.92
08/02/21,01:30:00,9.22
08/02/21,01:45:00,9.25
08/02/21,02:00:00,9.41
08/02/21,02:15:00,9.60
08/02/21,02:30:00,9.65
08/02/21,02:45:00,9.52
08/02/21,03:00:00,9.40
08/02/21,03:15:00,9.38
08/02/21,03:30:00,9.46
08/02/21,03:45:00,9.15
08/02/21,04:00:00,7.94
08/02/21,04:15:00,7.33
08/02/21,04:30:00,6.90
08/02/21,04:45:00,6.64
08/02/21,05:00:00,6.55
08/02/21,05:15:00,6.52
08/02/21,05:30:00,6.47
08/02/21,05:45:00,6.43
08/02/21,06:00:00,6.32
08/02/21,06:15:00,6.32
08/02/21,06:30:00,6.36
08/02/21,06:45:00,6.39
08/02/21,07:00:00,6.43
08/02/21,07:15:00,6.42
08/02/21,07:30:00,6.49
08/02/21,07:45:00,6.58
08/02/21,08:00:00,6.72
08/02/21,08:15:00,6.90
08/02/21,08:30:00,6.86
08/02/21,08:45:00,6.93
08/02/21,09:00:00,7.18
08/02/21,09:15:00,7.45
08/02/21,09:30:00,7.53
08/02/21,09:45:00,7.70
08/02/21,10:00:00,7.91
08/02/21,10:15:00,8.11
08/02/21,10:30:00,8.24
08/02/21,10:45:00,8.37
08/02/21,11:00:00,8.49
08/02/21,11:15:00,8.51
08/02/21,11:30:00,8.55
08/02/21,11:45:00,8.85
08/02/21,12:00:00,9.57
08/02/21,12:15:00,10.20
08/02/21,12:30:00,11.16
08/02/21,12:45:00,11.74
08/02/21,13:00:00,12.21
08/02/21,13:15:00,12.37
08/02/21,13:30:00,12.33
08/02/21,13:45:00,12.45
08/02/21,14:00:00,12.66
08/02/21,14:15:00,12.66
08/02/21,14:30:00,13.12
08/02/21,14:45:00,13.75
08/02/21,15:00:00,13.39
08/02/21,15:15:00,13.33
08/02/21,15:30:00,13.95
08/02/21,15:45:00,13.26
08/02/21,16:00:00,12.18
08/02/21,16:15:00,11.07
08/02/21,16:30:00,9.55
08/02/21,16:45:00,9.17
08/02/21,17:00:00,8.74
08/02/21,17:15:00,9.80
08/02/21,17:30:00,9.63
08/02/21,17:45:00,9.97
08/02/21,18:00:00,10.99
08/02/21,18:15:00,12.39
08/02/21,18:30:00,11.78
08/02/21,18:45:00,11.38
08/02/21,19:00:00,11.58
08/02/21,19:15:00,10.89
08/02/21,19:30:00,12.45
08/02/21,19:45:00,11.58
08/02/21,20:00:00,11.48
08/02/21,20:15:00,10.46
08/02/21,20:30:00,9.63
08/02/21,20:45:00,8.73
08/02/21,21:00:00,7.97
08/02/21,21:15:00,7.07
08/02/21,21:30:00,6.23
08/02/21,21:45:00,5.94
08/02/21,22:00:00,5.53
08/02/21,22:15:00,4.41
08/02/21,22:30:00,3.68
08/02/21,22:45:00,3.97
08/02/21,23:00:00,4.23
08/02/21,23:15:00,3.46
08/02/21,23:30:00,3.89
08/02/21,23:45:00,11.40
08/03/21,00:00:00,5.11
08/03/21,00:15:00,3.83
08/03/21,00:30:00,3.67
08/03/21,00:45:00,3.30
08/03/21,01:00:00,3.27
08/03/21,01:15:00,2.98
08/03/21,01:30:00,3.42
08/03/21,01:45:00,5.31
08/03/21,02:00:00,5.71
08/03/21,02:15:00,7.80
08/03/21,02:30:00,13.10
08/03/21,02:45:00,12.94
08/03/21,03:00:00,12.88
08/03/21,03:15:00,13.33
08/03/21,03:30:00,12.89
08/03/21,03:45:00,12.66
08/03/21,04:00:00,12.90
08/03/21,04:15:00,12.89
08/03/21,04:30:00,12.42
08/03/21,04:45:00,12.04
08/03/21,05:00:00,11.57
08/03/21,05:15:00,10.80
08/03/21,05:30:00,10.40
08/03/21,05:45:00,10.04
08/03/21,06:00:00,9.70
08/03/21,06:15:00,9.37
08/03/21,06:30:00,9.30
08/03/21,06:45:00,9.17
08/03/21,07:00:00,8.98
08/03/21,07:15:00,8.70
08/03/21,07:30:00,8.35
08/03/21,07:45:00,8.08
08/03/21,08:00:00,7.92
08/03/21,08:15:00,7.76
08/03/21,08:30:00,7.71
08/03/21,08:45:00,7.75
08/03/21,09:00:00,8.01
08/03/21,09:15:00,8.01
08/03/21,09:30:00,8.09
08/03/21,09:45:00,8.48
08/03/21,10:00:00,8.95
08/03/21,10:15:00,9.28
08/03/21,10:30:00,9.84
08/03/21,10:45:00,10.51
08/03/21,11:00:00,10.72
08/03/21,11:15:00,10.89
08/03/21,11:30:00,11.11
08/03/21,11:45:00,11.25
08/03/21,12:00:00,11.44
08/03/21,12:15:00,11.78
08/03/21,12:30:00,12.29
08/03/21,12:45:00,13.00
08/03/21,13:00:00,13.60
08/03/21,13:15:00,14.08
08/03/21,13:30:00,14.43
08/03/21,13:45:00,14.63
08/03/21,14:00:00,14.74
08/03/21,14:15:00,14.83
08/03/21,14:30:00,15.01
08/03/21,14:45:00,14.82
08/03/21,15:00:00,14.85
08/03/21,15:15:00,14.96
08/03/21,15:30:00,15.02
08/03/21,15:45:00,15.20
08/03/21,16:00:00,15.01
08/03/21,16:15:00,15.18
08/03/21,16:30:00,15.03
08/03/21,16:45:00,15.26
08/03/21,17:00:00,15.14
08/03/21,17:15:00,15.21
08/03/21,17:30:00,15.21
08/03/21,17:45:00,15.36
08/03/21,18:00:00,15.22
08/03/21,18:15:00,15.38
08/03/21,18:30:00,15.18
08/03/21,18:45:00,14.96
08/03/21,19:00:00,15.15
08/03/21,19:15:00,14.81
08/03/21,19:30:00,15.04
08/03/21,19:45:00,14.53
08/03/21,20:00:00,14.70
08/03/21,20:15:00,14.64
08/03/21,20:30:00,14.36
08/03/21,20:45:00,13.84
08/03/21,21:00:00,13.59
08/03/21,21:15:00,13.42
08/03/21,21:30:00,13.55
08/03/21,21:45:00,14.57
08/03/21,22:00:00,14.63
08/03/21,22:15:00,14.14
08/03/21,22:30:00,14.18
08/03/21,22:45:00,14.08
08/03/21,23:00:00,13.93
08/03/21,23:15:00,13.58
08/03/21,23:30:00,13.69
08/03/21,23:45:00,13.58
08/04/21,00:00:00,13.09
08/04/21,00:15:00,13.51
08/04/21,00:30:00,13.44
08/04/21,00:45:00,13.30
08/04/21,01:00:00,13.27
08/04/21,01:15:00,13.16
08/04/21,01:30:00,13.03
08/04/21,01:45:00,12.94
08/04/21,02:00:00,12.98
08/04/21,02:15:00,12.96
08/04/21,02:30:00,12.82
08/04/21,02:45:00,12.65
08/04/21,03:00:00,12.52
08/04/21,03:15:00,12.30
08/04/21,03:30:00,11.99
08/04/21,03:45:00,11.58
08/04/21,04:00:00,11.08
08/04/21,04:15:00,10.68
08/04/21,04:30:00,10.38
08/04/21,04:45:00,10.19
08/04/21,05:00:00,9.89
08/04/21,05:15:00,9.67
08/04/21,05:30:00,9.45
08/04/21,05:45:00,9.14
08/04/21,06:00:00,8.90
08/04/21,06:15:00,8.74
08/04/21,06:30:00,8.58
08/04/21,06:45:00,8.30
08/04/21,07:00:00,8.03
08/04/21,07:15:00,7.73
08/04/21,07:30:00,7.50
08/04/21,07:45:00,7.34
08/04/21,08:00:00,7.25
08/04/21,08:15:00,7.22
08/04/21,08:30:00,7.25
08/04/21,08:45:00,7.36
08/04/21,09:00:00,7.67
08/04/21,09:15:00,8.03
08/04/21,09:30:00,8.22
08/04/21,09:45:00,8.16
08/04/21,10:00:00,8.54
08/04/21,10:15:00,8.79
08/04/21,10:30:00,8.89
08/04/21,10:45:00,9.26
08/04/21,11:00:00,9.80
08/04/21,11:15:00,10.33
08/04/21,11:30:00,10.73
08/04/21,11:45:00,11.04
08/04/21,12:00:00,11.37
08/04/21,12:15:00,11.44
08/04/21,12:30:00,11.39
08/04/21,12:45:00,11.41
08/04/21,13:00:00,11.53
08/04/21,13:15:00,11.70
08/04/21,13:30:00,11.92
08/04/21,13:45:00,12.28
08/04/21,14:00:00,12.63
08/04/21,14:15:00,12.80
08/04/21,14:30:00,13.02
08/04/21,14:45:00,13.25
08/04/21,15:00:00,13.53
08/04/21,15:15:00,13.78
08/04/21,15:30:00,13.96
08/04/21,15:45:00,14.05
08/04/21,16:00:00,14.01
08/04/21,16:15:00,13.92
08/04/21,16:30:00,14.05
08/04/21,16:45:00,13.51
08/04/21,17:00:00,13.89
08/04/21,17:15:00,13.84
08/04/21,17:30:00,13.97
08/04/21,17:45:00,13.82
08/04/21,18:00:00,14.10
08/04/21,18:15:00,13.81
08/04/21,18:30:00,13.12
08/04/21,18:45:00,13.54
08/04/21,19:00:00,13.49
08/04/21,19:15:00,13.51
08/04/21,19:30:00,12.78
08/04/21,19:45:00,12.96
08/04/21,20:00:00,12.50
08/04/21,20:15:00,12.22
08/04/21,20:30:00,11.65
08/04/21,20:45:00,12.20
08/04/21,21:00:00,11.85
08/04/21,21:15:00,12.06
08/04/21,21:30:00,11.90
08/04/21,21:45:00,12.13
08/04/21,22:00:00,11.02
08/04/21,22:15:00,11.00
08/04/21,22:30:00,10.33
08/04/21,22:45:00,9.87
08/04/21,23:00:00,10.73
08/04/21,23:15:00,10.96
08/04/21,23:30:00,10.81
08/04/21,23:45:00,10.65
08/05/21,00:00:00,10.52
08/05/21,00:15:00,10.31
08/05/21,00:30:00,10.08
08/05/21,00:45:00,9.46
08/05/21,01:00:00,9.15
08/05/21,01:15:00,9.50
08/05/21,01:30:00,11.79
08/05/21,01:45:00,10.18
08/05/21,02:00:00,10.11
08/05/21,02:15:00,8.78
08/05/21,02:30:00,8.83
08/05/21,02:45:00,9.68
08/05/21,03:00:00,11.00
08/05/21,03:15:00,11.42
08/05/21,03:30:00,11.62
08/05/21,03:45:00,11.60
08/05/21,04:00:00,11.53
08/05/21,04:15:00,11.62
08/05/21,04:30:00,11.56
08/05/21,04:45:00,11.40
08/05/21,05:00:00,11.21
08/05/21,05:15:00,10.83
08/05/21,05:30:00,10.43
08/05/21,05:45:00,9.99
08/05/21,06:00:00,9.78
08/05/21,06:15:00,9.77
08/05/21,06:30:00,9.76
08/05/21,06:45:00,9.67
08/05/21,07:00:00,9.60
08/05/21,07:15:00,9.54
08/05/21,07:30:00,9.60
08/05/21,07:45:00,9.53
08/05/21,08:00:00,9.16
08/05/21,08:15:00,8.99
08/05/21,08:30:00,9.02
08/05/21,08:45:00,9.12
08/05/21,09:00:00,9.12
08/05/21,09:15:00,9.19
08/05/21,09:30:00,9.59
08/05/21,09:45:00,10.11
08/05/21,10:00:00,10.36
08/05/21,10:15:00,10.18
08/05/21,10:30:00,11.52
08/05/21,10:45:00,11.74
08/05/21,11:00:00,10.96
08/05/21,11:15:00,10.23
08/05/21,11:30:00,11.11
08/05/21,11:45:00,11.88
08/05/21,12:00:00,12.07
08/05/21,12:15:00,12.40
08/05/21,12:30:00,12.76
08/05/21,12:45:00,12.98
08/05/21,13:00:00,13.08
08/05/21,13:15:00,12.94
08/05/21,13:30:00,12.89
08/05/21,13:45:00,12.86
08/05/21,14:00:00,12.65
08/05/21,14:15:00,12.48
08/05/21,14:30:00,12.53
08/05/21,14:45:00,12.76
08/05/21,15:00:00,12.97
08/05/21,15:15:00,13.16
08/05/21,15:30:00,13.22
08/05/21,15:45:00,13.03
08/05/21,16:00:00,12.97
08/05/21,16:15:00,12.41
08/05/21,16:30:00,12.08
08/05/21,16:45:00,13.03
08/05/21,17:00:00,12.92
08/05/21,17:15:00,12.76
08/05/21,17:30:00,12.78
08/05/21,17:45:00,12.79
08/05/21,18:00:00,12.74
08/05/21,18:15:00,12.71
08/05/21,18:30:00,12.78
08/05/21,18:45:00,12.42
08/05/21,19:00:00,11.96
08/05/21,19:15:00,11.98
08/05/21,19:30:00,12.10
08/05/21,19:45:00,11.71
08/05/21,20:00:00,11.44
08/05/21,20:15:00,11.45
08/05/21,20:30:00,11.08
08/05/21,20:45:00,10.96
08/05/21,21:00:00,10.49
08/05/21,21:15:00,10.43
08/05/21,21:30:00,10.02
08/05/21,21:45:00,9.83
08/05/21,22:00:00,9.25
08/05/21,22:15:00,9.33
08/05/21,22:30:00,9.18
08/05/21,22:45:00,8.89
08/05/21,23:00:00,8.69
08/05/21,23:15:00,8.41
08/05/21,23:30:00,8.16
08/05/21,23:45:00,7.64
08/06/21,00:00:00,7.46
08/06/21,00:15:00,10.32
08/06/21,00:30:00,10.19
08/06/21,00:45:00,11.33
08/06/21,01:00:00,10.88
08/06/21,01:15:00,10.98
08/06/21,01:30:00,10.99
08/06/21,01:45:00,10.51
08/06/21,02:00:00,10.32
08/06/21,02:15:00,9.82
08/06/21,02:30:00,9.87
08/06/21,02:45:00,9.90
08/06/21,03:00:00,9.91
08/06/21,03:15:00,10.19
08/06/21,03:30:00,10.32
08/06/21,03:45:00,10.45
08/06/21,04:00:00,10.31
08/06/21,04:15:00,10.22
08/06/21,04:30:00,10.17
08/06/21,04:45:00,10.00
08/06/21,05:00:00,10.00
08/06/21,05:15:00,9.89
08/06/21,05:30:00,9.70
08/06/21,05:45:00,9.56
08/06/21,06:00:00,9.38
08/06/21,06:15:00,9.49
08/06/21,06:30:00,9.55
08/06/21,06:45:00,9.23
08/06/21,07:00:00,8.97
08/06/21,07:15:00,8.75
08/06/21,07:30:00,8.61
08/06/21,07:45:00,8.21
08/06/21,08:00:00,7.97
08/06/21,08:15:00,8.12
08/06/21,08:30:00,8.14
08/06/21,08:45:00,8.04
08/06/21,09:00:00,7.96
08/06/21,09:15:00,7.80
08/06/21,09:30:00,7.65
08/06/21,09:45:00,7.97
08/06/21,10:00:00,8.50
08/06/21,10:15:00,9.06
08/06/21,10:30:00,9.50
08/06/21,10:45:00,9.88
08/06/21,11:00:00,10.10
08/06/21,11:15:00,10.46
08/06/21,11:30:00,11.18
08/06/21,11:45:00,11.05
08/06/21,12:00:00,10.50
08/06/21,12:15:00,10.70
08/06/21,12:30:00,10.65
08/06/21,12:45:00,10.62
08/06/21,13:00:00,10.76
08/06/21,13:15:00,11.06
08/06/21,13:30:00,11.47
08/06/21,13:45:00,11.76
08/06/21,14:00:00,11.76
08/06/21,14:15:00,11.91
08/06/21,14:30:00,12.08
08/06/21,14:45:00,11.78
08/06/21,15:00:00,11.76
08/06/21,15:15:00,12.05
08/06/21,15:30:00,12.11
08/06/21,15:45:00,12.00
08/06/21,16:00:00,11.76
08/06/21,16:15:00,11.59
08/06/21,16:30:00,11.50
08/06/21,16:45:00,11.45
08/06/21,17:00:00,11.32
08/06/21,17:15:00,11.34
08/06/21,17:30:00,11.39
08/06/21,17:45:00,11.35
08/06/21,18:00:00,10.89
08/06/21,18:15:00,11.18
08/06/21,18:30:00,11.07
08/06/21,18:45:00,11.25
08/06/21,19:00:00,11.14
08/06/21,19:15:00,10.88
08/06/21,19:30:00,11.14
08/06/21,19:45:00,11.30
08/06/21,20:00:00,11.24
08/06/21,20:15:00,10.51
08/06/21,20:30:00,11.15
08/06/21,20:45:00,11.24
08/06/21,21:00:00,11.26
08/06/21,21:15:00,11.26
08/06/21,21:30:00,10.87
08/06/21,21:45:00,10.95
08/06/21,22:00:00,10.25
08/06/21,22:15:00,10.52
08/06/21,22:30:00,10.25
08/06/21,22:45:00,10.15
08/06/21,23:00:00,10.25
08/06/21,23:15:00,10.42
08/06/21,23:30:00,10.97
08/06/21,23:45:00,10.95
08/07/21,00:00:00,10.66
08/07/21,00:15:00,10.50
08/07/21,00:30:00,10.05
08/07/21,00:45:00,9.44
08/07/21,01:00:00,8.86
08/07/21,01:15:00,8.31
08/07/21,01:30:00,7.63
08/07/21,01:45:00,7.44
08/07/21,02:00:00,7.25
08/07/21,02:15:00,7.20
08/07/21,02:30:00,7.58
08/07/21,02:45:00,6.61
08/07/21,03:00:00,6.98
08/07/21,03:15:00,6.52
08/07/21,03:30:00,6.17
08/07/21,03:45:00,5.98
08/07/21,04:00:00,6.71
08/07/21,04:15:00,6.29
08/07/21,04:30:00,6.05
08/07/21,04:45:00,6.62
08/07/21,05:00:00,7.11
08/07/21,05:15:00,9.26
08/07/21,05:30:00,10.52
08/07/21,05:45:00,10.50
08/07/21,06:00:00,10.49
08/07/21,06:15:00,10.45
08/07/21,06:30:00,10.42
08/07/21,06:45:00,10.33
08/07/21,07:00:00,10.16
08/07/21,07:15:00,9.77
08/07/21,07:30:00,9.20
08/07/21,07:45:00,8.66
08/07/21,08:00:00,8.29
08/07/21,08:15:00,8.52
08/07/21,08:30:00,9.08
08/07/21,08:45:00,9.02
08/07/21,09:00:00,8.05
08/07/21,09:15:00,7.85
08/07/21,09:30:00,8.16
08/07/21,09:45:00,8.50
08/07/21,10:00:00,8.63
08/07/21,10:15:00,8.98
08/07/21,10:30:00,9.29
08/07/21,10:45:00,9.61
08/07/21,11:00:00,10.44
08/07/21,11:15:00,10.74
08/07/21,11:30:00,10.96
08/07/21,11:45:00,10.75
08/07/21,12:00:00,10.58
08/07/21,12:15:00,10.58
08/07/21,12:30:00,10.42
08/07/21,12:45:00,10.11
08/07/21,13:00:00,9.92
08/07/21,13:15:00,10.15
08/07/21,13:30:00,9.90
08/07/21,13:45:00,10.08
08/07/21,14:00:00,10.07
08/07/21,14:15:00,10.44
08/07/21,14:30:00,10.55
08/07/21,14:45:00,10.35
08/07/21,15:00:00,10.06
08/07/21,15:15:00,9.96
08/07/21,15:30:00,10.01
08/07/21,15:45:00,10.14
08/07/21,16:00:00,10.26
08/07/21,16:15:00,10.27
08/07/21,16:30:00,10.29
08/07/21,16:45:00,10.20
08/07/21,17:00:00,10.07
08/07/21,17:15:00,9.93
