datetime,depth,Temperature,Salinity,do_cor,odyPAR,F_s,do_corF_s
2021-05-29T09:00:00Z,2.877,11.528,30.166917011956844,11.244392764105765,33.502741302,0.8267,10.417692764105764
2021-05-29T09:15:00Z,2.887,11.528,30.12792504402132,12.323800881929179,59.712822321999994,0.8269,11.496900881929179
2021-05-29T09:30:00Z,2.899,11.528,30.150515758686975,12.975014043921814,196.68898487,0.8267,12.148314043921813
2021-05-29T09:45:00Z,2.911,11.528,30.135946248899113,12.876886033210596,673.9403731819999,0.8268,12.050086033210595
2021-05-29T10:00:00Z,2.933,11.528,30.135946248899113,12.867965304964121,1138.656505354,0.8268,12.041165304964121
2021-05-29T10:15:00Z,2.951,11.528,30.12273434794339,13.010696956907713,985.2705529499999,0.8269,12.183796956907713
2021-05-29T10:30:00Z,2.964,11.625,30.13559953156455,12.876886033210596,1178.313497506,0.8269,12.049986033210596
2021-05-29T10:45:00Z,2.982,11.625,30.112825717896317,12.743075109513478,1496.0252622179999,0.8271,11.915975109513479
2021-05-29T11:00:00Z,3.001,11.625,30.129056519384516,12.70739219652758,785.84602345,0.827,11.88039219652758
2021-05-29T11:15:00Z,3.03,11.625,30.11598200576742,12.671709283541682,218.56870467800002,0.827,11.844709283541683
2021-05-29T11:30:00Z,3.068,11.625,30.093245762498576,13.189111521837201,231.559788314,0.8272,12.361911521837202
2021-05-29T11:45:00Z,3.108,11.625,30.106190494913793,13.697593031886248,227.22942710200002,0.8271,12.870493031886248
2021-05-29T12:00:00Z,3.148,11.722,30.115870289904848,14.375568378618308,195.77732987800002,0.8272,13.548368378618308
2021-05-29T12:15:00Z,3.181,11.722,30.1012388210938,15.008940084117997,722.258087758,0.8272,14.181740084117997
2021-05-29T12:30:00Z,3.196,11.722,30.10293683618218,15.330086300991077,1414.6600541819998,0.8272,14.502886300991078
2021-05-29T12:45:00Z,3.204,11.722,30.086750993456533,15.865329995779547,1705.933824126,0.8273,15.038029995779548
2021-05-29T13:00:00Z,3.198,11.722,30.086750993456533,16.846610102891738,1838.351711714,0.8273,16.019310102891737
2021-05-29T13:15:00Z,3.176,11.722,30.080236908549583,10.29879556997947,2181.589816202,0.8274,9.47139556997947
2021-05-29T13:30:00Z,3.147,11.722,30.090024880517316,10.486130863155434,2312.412307554,0.8273,9.658830863155435
2021-05-29T13:45:00Z,3.115,11.722,30.10788863532258,10.459368678416011,2326.315046182,0.8272,9.632168678416011
2021-05-29T14:00:00Z,3.072,11.722,30.08520335536984,10.414765037183638,2293.951293966,0.8273,9.58746503718364
2021-05-29T14:15:00Z,3.017,11.722,30.096543210046754,10.2541919287471,2265.689989214,0.8273,9.4268919287471
2021-05-29T14:30:00Z,2.956,11.819,30.08038126694434,10.173905374528829,2255.205956806,0.8275,9.346405374528828
2021-05-29T14:45:00Z,2.87,11.819,30.072305503628026,10.20066755926825,2339.306129818,0.8275,9.37316755926825
2021-05-29T15:00:00Z,2.78,11.819,30.083637608292662,10.031173722585237,2383.293483182,0.8275,9.203673722585236
2021-05-29T15:15:00Z,2.676,11.819,30.06111683337792,9.888442070641645,2368.023262066,0.8276,9.060842070641645
2021-05-29T15:30:00Z,2.563,11.819,30.030714800741713,9.710027505712155,2315.375186278,0.8277,8.882327505712155
2021-05-29T15:45:00Z,2.447,11.916,30.03076943304283,9.611899495000936,2228.767962038,0.8279,8.783999495000936
2021-05-29T16:00:00Z,2.331,12.013,29.316229994434696,19.469304207355236,2126.890516682,0.8317,18.637604207355235
2021-05-29T16:15:00Z,2.213,12.401,29.089323085857835,16.373811505828595,1501.039364674,0.8334,15.540411505828596
2021-05-29T16:30:00Z,2.079,13.75,28.979779264862877,15.963458006490766,584.370270218,0.8356,15.127858006490767
2021-05-29T16:45:00Z,1.936,14.23,28.904562296565775,16.34704932108917,1971.453340546,0.8366,15.510449321089169
2021-05-29T17:00:00Z,1.787,14.517,28.913615831265012,16.739561363934044,1666.0489182259998,0.8369,15.902661363934044
2021-05-29T17:15:00Z,1.627,14.613,28.843563721112545,17.890335307729256,932.85039091,0.8374,17.052935307729257
2021-05-29T17:30:00Z,1.468,14.996,28.697219998517713,17.08746976554655,857.410940322,0.8386,16.24886976554655
2021-05-29T17:45:00Z,1.303,15.473,28.579137396035495,14.107946531224075,605.79416253,0.8398,13.268146531224074
2021-05-29T18:00:00Z,1.147,16.046,28.367035262555834,13.590544292928554,331.613923686,0.8415,12.749044292928554
2021-05-29T18:15:00Z,0.989,16.427,28.251358059711063,12.430849620886871,165.692715142,0.8426,11.58824962088687
2021-05-29T18:30:00Z,0.851,16.713,28.186766097093187,11.440648785528204,243.41130321,0.8432,10.597448785528204
2021-05-29T18:45:00Z,0.731,16.999,28.117245084387093,11.173026938133969,159.766957694,0.8439,10.32912693813397
2021-05-29T19:00:00Z,0.622,17.094,28.099685873269806,11.226551307612816,134.924359162,0.8441,10.382451307612817
2021-05-29T19:15:00Z,0.531,17.284,28.051640560868208,10.89648436249326,108.714278142,0.8445,10.05198436249326
2021-05-29T19:30:00Z,0.448,17.57,27.899282054768012,10.91432581898621,49.684617409999994,0.8456,10.068725818986211
2021-05-29T19:45:00Z,0.375,18.045,27.73030929947752,10.851880721260889,5.925177794,0.847,10.00488072126089
2021-05-29T20:00:00Z,0.31,18.521,27.541368163239227,10.744831982303195,4.557695306,0.8485,9.896331982303195
2021-05-29T20:15:00Z,0.284,19.187,0.2734663501751263,10.55749668912723,4.10186781,0.9984,9.55909668912723
2021-05-29T20:30:00Z,0.282,20.043,1.045470452062571,10.414765037183638,3.873954062,0.9939,9.420865037183638
2021-05-29T20:45:00Z,0.279,20.805,1.2955444482926401,10.289874841732995,3.646040314,0.9924,9.297474841732996
2021-05-29T21:00:00Z,0.279,21.569,0.3635244429167645,10.20066755926825,3.646040314,0.9979,9.202767559268251
2021-05-29T21:15:00Z,0.279,22.238,0.13027639261515064,10.084698092064082,3.646040314,0.9992,9.085498092064082
2021-05-29T21:30:00Z,0.278,22.621,0.024488702451236008,10.093618820310558,3.646040314,0.9999,9.093718820310558
2021-05-29T21:45:00Z,0.276,22.621,NA,10.164984646282354,3.646040314,NA,NA
2021-05-29T22:00:00Z,0.277,22.812,NA,10.147143189789404,3.646040314,NA,NA
2021-05-29T22:15:00Z,0.275,22.908,NA,10.004411537845812,3.646040314,NA,NA
