scan_no,datetime,intensity_lux,hoboPAR
97,2021-05-26T21:00:00Z,32.3,4.1115512858840475
98,2021-05-26T21:15:00Z,32.3,4.1115512858840475
99,2021-05-26T21:30:00Z,226,18.19371300217938
100,2021-05-26T21:45:00Z,204.5,16.643410777774648
101,2021-05-26T22:00:00Z,193.8,15.870683000447116
102,2021-05-26T22:15:00Z,193.8,15.870683000447116
103,2021-05-26T22:30:00Z,193.8,15.870683000447116
104,2021-05-26T22:45:00Z,215.3,17.422563427477826
105,2021-05-26T23:00:00Z,215.3,17.422563427477826
106,2021-05-26T23:15:00Z,43.1,4.903567399609187
107,2021-05-26T23:30:00Z,226,18.19371300217938
108,2021-05-26T23:45:00Z,215.3,17.422563427477826
109,2021-05-27T00:00:00Z,204.5,16.643410777774648
110,2021-05-27T00:15:00Z,204.5,16.643410777774648
111,2021-05-27T00:30:00Z,204.5,16.643410777774648
112,2021-05-27T00:45:00Z,204.5,16.643410777774648
113,2021-05-27T01:00:00Z,193.8,15.870683000447116
114,2021-05-27T01:15:00Z,43.1,4.903567399609187
115,2021-05-27T01:30:00Z,32.3,4.1115512858840475
116,2021-05-27T01:45:00Z,32.3,4.1115512858840475
117,2021-05-27T02:00:00Z,21.5,3.3187213632270414
118,2021-05-27T02:15:00Z,10.8,2.532429095380735
119,2021-05-27T02:30:00Z,10.8,2.532429095380735
120,2021-05-27T02:45:00Z,226,18.19371300217938
121,2021-05-27T03:00:00Z,0,1.7379766000000245
122,2021-05-27T03:15:00Z,0,1.7379766000000245
123,2021-05-27T03:30:00Z,0,1.7379766000000245
124,2021-05-27T03:45:00Z,0,1.7379766000000245
125,2021-05-27T04:00:00Z,0,1.7379766000000245
126,2021-05-27T04:15:00Z,0,1.7379766000000245
127,2021-05-27T04:30:00Z,0,1.7379766000000245
128,2021-05-27T04:45:00Z,0,1.7379766000000245
129,2021-05-27T05:00:00Z,0,1.7379766000000245
130,2021-05-27T05:15:00Z,0,1.7379766000000245
131,2021-05-27T05:30:00Z,0,1.7379766000000245
132,2021-05-27T05:45:00Z,0,1.7379766000000245
133,2021-05-27T06:00:00Z,0,1.7379766000000245
134,2021-05-27T06:15:00Z,0,1.7379766000000245
135,2021-05-27T06:30:00Z,0,1.7379766000000245
136,2021-05-27T06:45:00Z,0,1.7379766000000245
137,2021-05-27T07:00:00Z,0,1.7379766000000245
138,2021-05-27T07:15:00Z,0,1.7379766000000245
139,2021-05-27T07:30:00Z,0,1.7379766000000245
140,2021-05-27T07:45:00Z,0,1.7379766000000245
141,2021-05-27T08:00:00Z,0,1.7379766000000245
142,2021-05-27T08:15:00Z,0,1.7379766000000245
143,2021-05-27T08:30:00Z,0,1.7379766000000245
144,2021-05-27T08:45:00Z,0,1.7379766000000245
145,2021-05-27T09:00:00Z,0,1.7379766000000245
146,2021-05-27T09:15:00Z,0,1.7379766000000245
147,2021-05-27T09:30:00Z,0,1.7379766000000245
148,2021-05-27T09:45:00Z,0,1.7379766000000245
149,2021-05-27T10:00:00Z,0,1.7379766000000245
150,2021-05-27T10:15:00Z,0,1.7379766000000245
151,2021-05-27T10:30:00Z,0,1.7379766000000245
152,2021-05-27T10:45:00Z,0,1.7379766000000245
153,2021-05-27T11:00:00Z,0,1.7379766000000245
154,2021-05-27T11:15:00Z,0,1.7379766000000245
155,2021-05-27T11:30:00Z,0,1.7379766000000245
156,2021-05-27T11:45:00Z,0,1.7379766000000245
157,2021-05-27T12:00:00Z,0,1.7379766000000245
158,2021-05-27T12:15:00Z,0,1.7379766000000245
159,2021-05-27T12:30:00Z,0,1.7379766000000245
160,2021-05-27T12:45:00Z,0,1.7379766000000245
161,2021-05-27T13:00:00Z,0,1.7379766000000245
162,2021-05-27T13:15:00Z,0,1.7379766000000245
163,2021-05-27T13:30:00Z,0,1.7379766000000245
164,2021-05-27T13:45:00Z,0,1.7379766000000245
165,2021-05-27T14:00:00Z,0,1.7379766000000245
166,2021-05-27T14:15:00Z,0,1.7379766000000245
167,2021-05-27T14:30:00Z,0,1.7379766000000245
168,2021-05-27T14:45:00Z,0,1.7379766000000245
169,2021-05-27T15:00:00Z,43.1,4.903567399609187
170,2021-05-27T15:15:00Z,53.8,5.687448311120875
171,2021-05-27T15:30:00Z,53.8,5.687448311120875
172,2021-05-27T15:45:00Z,43.1,4.903567399609187
173,2021-05-27T16:00:00Z,75.3,7.260126758099773
174,2021-05-27T16:15:00Z,43.1,4.903567399609187
175,2021-05-27T16:30:00Z,53.8,5.687448311120875
176,2021-05-27T16:45:00Z,0,1.7379766000000245
177,2021-05-27T17:00:00Z,10.8,2.532429095380735
178,2021-05-27T17:15:00Z,32.3,4.1115512858840475
179,2021-05-27T17:30:00Z,32.3,4.1115512858840475
180,2021-05-27T17:45:00Z,32.3,4.1115512858840475
181,2021-05-27T18:00:00Z,75.3,7.260126758099773
182,2021-05-27T18:15:00Z,75.3,7.260126758099773
183,2021-05-27T18:30:00Z,96.9,8.836885550018792
184,2021-05-27T18:45:00Z,86.1,8.048910982149323
185,2021-05-27T19:00:00Z,107.6,9.616766428457368
186,2021-05-27T19:15:00Z,86.1,8.048910982149323
187,2021-05-27T19:30:00Z,161.5,13.53328148364119
188,2021-05-27T19:45:00Z,129.2,11.18868970633605
189,2021-05-27T20:00:00Z,172.2,14.308386308289755
190,2021-05-27T20:15:00Z,139.9,11.966178890523793
191,2021-05-27T20:30:00Z,107.6,9.616766428457368
192,2021-05-27T20:45:00Z,139.9,11.966178890523793
193,2021-05-27T21:00:00Z,161.5,13.53328148364119
194,2021-05-27T21:15:00Z,139.9,11.966178890523793
195,2021-05-27T21:30:00Z,96.9,8.836885550018792
196,2021-05-27T21:45:00Z,75.3,7.260126758099773
197,2021-05-27T22:00:00Z,75.3,7.260126758099773
198,2021-05-27T22:15:00Z,75.3,7.260126758099773
199,2021-05-27T22:30:00Z,495.1,37.331989477702336
200,2021-05-27T22:45:00Z,129.2,11.18868970633605
201,2021-05-27T23:00:00Z,129.2,11.18868970633605
202,2021-05-27T23:15:00Z,129.2,11.18868970633605
203,2021-05-27T23:30:00Z,139.9,11.966178890523793
204,2021-05-27T23:45:00Z,129.2,11.18868970633605
205,2021-05-28T00:00:00Z,118.4,10.40313165398311
206,2021-05-28T00:15:00Z,53.8,5.687448311120875
207,2021-05-28T00:30:00Z,32.3,4.1115512858840475
208,2021-05-28T00:45:00Z,21.5,3.3187213632270414
209,2021-05-28T01:00:00Z,21.5,3.3187213632270414
210,2021-05-28T01:15:00Z,10.8,2.532429095380735
211,2021-05-28T01:30:00Z,10.8,2.532429095380735
212,2021-05-28T01:45:00Z,10.8,2.532429095380735
213,2021-05-28T02:00:00Z,0,1.7379766000000245
214,2021-05-28T02:15:00Z,0,1.7379766000000245
215,2021-05-28T02:30:00Z,0,1.7379766000000245
216,2021-05-28T02:45:00Z,258.3,20.5168221730936
217,2021-05-28T03:00:00Z,0,1.7379766000000245
218,2021-05-28T03:15:00Z,0,1.7379766000000245
219,2021-05-28T03:30:00Z,0,1.7379766000000245
220,2021-05-28T03:45:00Z,0,1.7379766000000245
221,2021-05-28T04:00:00Z,0,1.7379766000000245
222,2021-05-28T04:15:00Z,0,1.7379766000000245
223,2021-05-28T04:30:00Z,0,1.7379766000000245
224,2021-05-28T04:45:00Z,0,1.7379766000000245
225,2021-05-28T05:00:00Z,0,1.7379766000000245
226,2021-05-28T05:15:00Z,0,1.7379766000000245
227,2021-05-28T05:30:00Z,0,1.7379766000000245
228,2021-05-28T05:45:00Z,0,1.7379766000000245
229,2021-05-28T06:00:00Z,0,1.7379766000000245
230,2021-05-28T06:15:00Z,0,1.7379766000000245
231,2021-05-28T06:30:00Z,0,1.7379766000000245
232,2021-05-28T06:45:00Z,0,1.7379766000000245
233,2021-05-28T07:00:00Z,0,1.7379766000000245
234,2021-05-28T07:15:00Z,0,1.7379766000000245
