Site Name ,LICOR CAL
Site Number ,6
Logger ,Integrating Light Sensor
Logger Serial Number ,6432


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,1,1
2,01/09/2021 , 07:10:00,50,50
3,01/09/2021 , 07:15:00,236,236
4,01/09/2021 , 07:20:00,296,296
5,01/09/2021 , 07:25:00,311,311
6,01/09/2021 , 07:30:00,324,324
7,01/09/2021 , 07:35:00,348,348
8,01/09/2021 , 07:40:00,386,386
9,01/09/2021 , 07:45:00,408,408
10,01/09/2021 , 07:50:00,234,234
11,01/09/2021 , 07:55:00,31,31
12,01/09/2021 , 08:00:00,83,83
13,01/09/2021 , 08:05:00,67,67
14,01/09/2021 , 08:10:00,36,36
15,01/09/2021 , 08:15:00,353,353
16,01/09/2021 , 08:20:00,348,348
17,01/09/2021 , 08:25:00,335,335
18,01/09/2021 , 08:30:00,255,255
19,01/09/2021 , 08:35:00,291,291
20,01/09/2021 , 08:40:00,207,207
21,01/09/2021 , 08:45:00,538,538
22,01/09/2021 , 08:50:00,544,544
23,01/09/2021 , 08:55:00,393,393
24,01/09/2021 , 09:00:00,298,298
25,01/09/2021 , 09:05:00,280,280
26,01/09/2021 , 09:10:00,1368,1368
27,01/09/2021 , 09:15:00,2233,2233
28,01/09/2021 , 09:20:00,1966,1966
29,01/09/2021 , 09:25:00,2301,2301
30,01/09/2021 , 09:30:00,2364,2364
31,01/09/2021 , 09:35:00,2111,2111
32,01/09/2021 , 09:40:00,2137,2137
33,01/09/2021 , 09:45:00,2169,2169
34,01/09/2021 , 09:50:00,2224,2224
35,01/09/2021 , 09:55:00,2253,2253
36,01/09/2021 , 10:00:00,2298,2298
37,01/09/2021 , 10:05:00,2342,2342
38,01/09/2021 , 10:10:00,2396,2396
39,01/09/2021 , 10:15:00,2437,2437
40,01/09/2021 , 10:20:00,2455,2455
41,01/09/2021 , 10:25:00,2472,2472
42,01/09/2021 , 10:30:00,2488,2488
43,01/09/2021 , 10:35:00,2504,2504
44,01/09/2021 , 10:40:00,2597,2597
45,01/09/2021 , 10:45:00,2694,2694
46,01/09/2021 , 10:50:00,2692,2692
47,01/09/2021 , 10:55:00,2677,2677
48,01/09/2021 , 11:00:00,2664,2664
49,01/09/2021 , 11:05:00,2684,2684
50,01/09/2021 , 11:10:00,2661,2661
51,01/09/2021 , 11:15:00,2631,2631
52,01/09/2021 , 11:20:00,2600,2600
53,01/09/2021 , 11:25:00,2568,2568
54,01/09/2021 , 11:30:00,2553,2553
55,01/09/2021 , 11:35:00,2438,2438
56,01/09/2021 , 11:40:00,2395,2395
57,01/09/2021 , 11:45:00,2370,2370
58,01/09/2021 , 11:50:00,2342,2342
59,01/09/2021 , 11:55:00,2290,2290
60,01/09/2021 , 12:00:00,2401,2401
61,01/09/2021 , 12:05:00,2435,2435
62,01/09/2021 , 12:10:00,2420,2420
63,01/09/2021 , 12:15:00,2418,2418
64,01/09/2021 , 12:20:00,2397,2397
65,01/09/2021 , 12:25:00,2363,2363
66,01/09/2021 , 12:30:00,2380,2380
67,01/09/2021 , 12:35:00,2350,2350
68,01/09/2021 , 12:40:00,2289,2289
69,01/09/2021 , 12:45:00,2225,2225
70,01/09/2021 , 12:50:00,2207,2207
71,01/09/2021 , 12:55:00,2170,2170
72,01/09/2021 , 13:00:00,2196,2196
73,01/09/2021 , 13:05:00,2186,2186
74,01/09/2021 , 13:10:00,2153,2153
75,01/09/2021 , 13:15:00,2098,2098
76,01/09/2021 , 13:20:00,2055,2055
77,01/09/2021 , 13:25:00,2049,2049
78,01/09/2021 , 13:30:00,1998,1998
79,01/09/2021 , 13:35:00,1932,1932
80,01/09/2021 , 13:40:00,1921,1921
81,01/09/2021 , 13:45:00,1717,1717
82,01/09/2021 , 13:50:00,1752,1752
83,01/09/2021 , 13:55:00,1621,1621
84,01/09/2021 , 14:00:00,1494,1494
85,01/09/2021 , 14:05:00,1723,1723
86,01/09/2021 , 14:10:00,1678,1678
87,01/09/2021 , 14:15:00,1575,1575
88,01/09/2021 , 14:20:00,1587,1587
89,01/09/2021 , 14:25:00,1571,1571
90,01/09/2021 , 14:30:00,1539,1539
91,01/09/2021 , 14:35:00,1528,1528
92,01/09/2021 , 14:40:00,1518,1518
93,01/09/2021 , 14:45:00,1483,1483
94,01/09/2021 , 14:50:00,1440,1440
95,01/09/2021 , 14:55:00,1424,1424
96,01/09/2021 , 15:00:00,1420,1420
97,01/09/2021 , 15:05:00,1332,1332
98,01/09/2021 , 15:10:00,1313,1313
99,01/09/2021 , 15:15:00,1250,1250
100,01/09/2021 , 15:20:00,1226,1226
101,01/09/2021 , 15:25:00,1154,1154
102,01/09/2021 , 15:30:00,1075,1075
103,01/09/2021 , 15:35:00,1038,1038
104,01/09/2021 , 15:40:00,965,965
105,01/09/2021 , 15:45:00,945,945
