Site Name ,LICOR CAL
Site Number ,3
Logger ,Integrating Light Sensor
Logger Serial Number ,14733


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,56,56
3,01/09/2021 , 07:15:00,213,213
4,01/09/2021 , 07:20:00,263,263
5,01/09/2021 , 07:25:00,266,266
6,01/09/2021 , 07:30:00,253,253
7,01/09/2021 , 07:35:00,286,286
8,01/09/2021 , 07:40:00,338,338
9,01/09/2021 , 07:45:00,368,368
10,01/09/2021 , 07:50:00,242,242
11,01/09/2021 , 07:55:00,101,101
12,01/09/2021 , 08:00:00,542,542
13,01/09/2021 , 08:05:00,108,108
14,01/09/2021 , 08:10:00,57,57
15,01/09/2021 , 08:15:00,152,152
16,01/09/2021 , 08:20:00,161,161
17,01/09/2021 , 08:25:00,153,153
18,01/09/2021 , 08:30:00,937,937
19,01/09/2021 , 08:35:00,438,438
20,01/09/2021 , 08:40:00,64,64
21,01/09/2021 , 08:45:00,94,94
22,01/09/2021 , 08:50:00,92,92
23,01/09/2021 , 08:55:00,96,96
24,01/09/2021 , 09:00:00,182,182
25,01/09/2021 , 09:05:00,208,208
26,01/09/2021 , 09:10:00,1047,1047
27,01/09/2021 , 09:15:00,2218,2218
28,01/09/2021 , 09:20:00,2470,2470
29,01/09/2021 , 09:25:00,2605,2605
30,01/09/2021 , 09:30:00,2561,2561
31,01/09/2021 , 09:35:00,2376,2376
32,01/09/2021 , 09:40:00,2416,2416
33,01/09/2021 , 09:45:00,2449,2449
34,01/09/2021 , 09:50:00,2473,2473
35,01/09/2021 , 09:55:00,2501,2501
36,01/09/2021 , 10:00:00,2515,2515
37,01/09/2021 , 10:05:00,2544,2544
38,01/09/2021 , 10:10:00,2583,2583
39,01/09/2021 , 10:15:00,2618,2618
40,01/09/2021 , 10:20:00,2625,2625
41,01/09/2021 , 10:25:00,2630,2630
42,01/09/2021 , 10:30:00,2641,2641
43,01/09/2021 , 10:35:00,2656,2656
44,01/09/2021 , 10:40:00,2696,2696
45,01/09/2021 , 10:45:00,2754,2754
46,01/09/2021 , 10:50:00,2757,2757
47,01/09/2021 , 10:55:00,2484,2484
48,01/09/2021 , 11:00:00,2633,2633
49,01/09/2021 , 11:05:00,2771,2771
50,01/09/2021 , 11:10:00,2723,2723
51,01/09/2021 , 11:15:00,2658,2658
52,01/09/2021 , 11:20:00,2427,2427
53,01/09/2021 , 11:25:00,2674,2674
54,01/09/2021 , 11:30:00,2660,2660
55,01/09/2021 , 11:35:00,2621,2621
56,01/09/2021 , 11:40:00,2597,2597
57,01/09/2021 , 11:45:00,2567,2567
58,01/09/2021 , 11:50:00,2532,2532
59,01/09/2021 , 11:55:00,2486,2486
60,01/09/2021 , 12:00:00,2460,2460
61,01/09/2021 , 12:05:00,2445,2445
62,01/09/2021 , 12:10:00,2432,2432
63,01/09/2021 , 12:15:00,2448,2448
64,01/09/2021 , 12:20:00,2422,2422
65,01/09/2021 , 12:25:00,2409,2409
66,01/09/2021 , 12:30:00,2384,2384
67,01/09/2021 , 12:35:00,2326,2326
68,01/09/2021 , 12:40:00,2281,2281
69,01/09/2021 , 12:45:00,2252,2252
70,01/09/2021 , 12:50:00,2227,2227
71,01/09/2021 , 12:55:00,2168,2168
72,01/09/2021 , 13:00:00,2125,2125
73,01/09/2021 , 13:05:00,2104,2104
74,01/09/2021 , 13:10:00,2078,2078
75,01/09/2021 , 13:15:00,2023,2023
76,01/09/2021 , 13:20:00,1975,1975
77,01/09/2021 , 13:25:00,1964,1964
78,01/09/2021 , 13:30:00,1916,1916
79,01/09/2021 , 13:35:00,1843,1843
80,01/09/2021 , 13:40:00,1837,1837
81,01/09/2021 , 13:45:00,1574,1574
82,01/09/2021 , 13:50:00,1659,1659
83,01/09/2021 , 13:55:00,1515,1515
84,01/09/2021 , 14:00:00,1380,1380
85,01/09/2021 , 14:05:00,1633,1633
86,01/09/2021 , 14:10:00,1592,1592
87,01/09/2021 , 14:15:00,1448,1448
88,01/09/2021 , 14:20:00,1510,1510
89,01/09/2021 , 14:25:00,1499,1499
90,01/09/2021 , 14:30:00,1369,1369
91,01/09/2021 , 14:35:00,1195,1195
92,01/09/2021 , 14:40:00,1205,1205
93,01/09/2021 , 14:45:00,1152,1152
94,01/09/2021 , 14:50:00,1295,1295
95,01/09/2021 , 14:55:00,1227,1227
96,01/09/2021 , 15:00:00,1147,1147
97,01/09/2021 , 15:05:00,954,954
98,01/09/2021 , 15:10:00,1100,1100
99,01/09/2021 , 15:15:00,987,987
100,01/09/2021 , 15:20:00,1118,1118
101,01/09/2021 , 15:25:00,1027,1027
102,01/09/2021 , 15:30:00,988,988
103,01/09/2021 , 15:35:00,956,956
104,01/09/2021 , 15:40:00,912,912
105,01/09/2021 , 15:45:00,904,904
