Site Name ,LICOR CAL
Site Number ,18
Logger ,Integrating Light Sensor
Logger Serial Number ,14729


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,60,60
3,01/09/2021 , 07:15:00,227,227
4,01/09/2021 , 07:20:00,280,280
5,01/09/2021 , 07:25:00,283,283
6,01/09/2021 , 07:30:00,269,269
7,01/09/2021 , 07:35:00,306,306
8,01/09/2021 , 07:40:00,361,361
9,01/09/2021 , 07:45:00,394,394
10,01/09/2021 , 07:50:00,259,259
11,01/09/2021 , 07:55:00,71,71
12,01/09/2021 , 08:00:00,433,433
13,01/09/2021 , 08:05:00,80,80
14,01/09/2021 , 08:10:00,42,42
15,01/09/2021 , 08:15:00,109,109
16,01/09/2021 , 08:20:00,111,111
17,01/09/2021 , 08:25:00,102,102
18,01/09/2021 , 08:30:00,778,778
19,01/09/2021 , 08:35:00,427,427
20,01/09/2021 , 08:40:00,110,110
21,01/09/2021 , 08:45:00,139,139
22,01/09/2021 , 08:50:00,139,139
23,01/09/2021 , 08:55:00,121,121
24,01/09/2021 , 09:00:00,192,192
25,01/09/2021 , 09:05:00,222,222
26,01/09/2021 , 09:10:00,1032,1032
27,01/09/2021 , 09:15:00,2387,2387
28,01/09/2021 , 09:20:00,2525,2525
29,01/09/2021 , 09:25:00,2728,2728
30,01/09/2021 , 09:30:00,2607,2607
31,01/09/2021 , 09:35:00,2449,2449
32,01/09/2021 , 09:40:00,2492,2492
33,01/09/2021 , 09:45:00,2536,2536
34,01/09/2021 , 09:50:00,2577,2577
35,01/09/2021 , 09:55:00,2608,2608
36,01/09/2021 , 10:00:00,2659,2659
37,01/09/2021 , 10:05:00,2702,2702
38,01/09/2021 , 10:10:00,2715,2715
39,01/09/2021 , 10:15:00,2726,2726
40,01/09/2021 , 10:20:00,2733,2733
41,01/09/2021 , 10:25:00,2745,2745
42,01/09/2021 , 10:30:00,2751,2751
43,01/09/2021 , 10:35:00,2762,2762
44,01/09/2021 , 10:40:00,2759,2759
45,01/09/2021 , 10:45:00,2774,2774
46,01/09/2021 , 10:50:00,2775,2775
47,01/09/2021 , 10:55:00,2667,2667
48,01/09/2021 , 11:00:00,2698,2698
49,01/09/2021 , 11:05:00,2795,2795
50,01/09/2021 , 11:10:00,2801,2801
51,01/09/2021 , 11:15:00,2709,2709
52,01/09/2021 , 11:20:00,2759,2759
53,01/09/2021 , 11:25:00,2738,2738
54,01/09/2021 , 11:30:00,2730,2730
55,01/09/2021 , 11:35:00,2689,2689
56,01/09/2021 , 11:40:00,2671,2671
57,01/09/2021 , 11:45:00,2643,2643
58,01/09/2021 , 11:50:00,2616,2616
59,01/09/2021 , 11:55:00,2576,2576
60,01/09/2021 , 12:00:00,2551,2551
61,01/09/2021 , 12:05:00,2542,2542
62,01/09/2021 , 12:10:00,2529,2529
63,01/09/2021 , 12:15:00,2549,2549
64,01/09/2021 , 12:20:00,2523,2523
65,01/09/2021 , 12:25:00,2517,2517
66,01/09/2021 , 12:30:00,2493,2493
67,01/09/2021 , 12:35:00,2435,2435
68,01/09/2021 , 12:40:00,2394,2394
69,01/09/2021 , 12:45:00,2360,2360
70,01/09/2021 , 12:50:00,2339,2339
71,01/09/2021 , 12:55:00,2225,2225
72,01/09/2021 , 13:00:00,2242,2242
73,01/09/2021 , 13:05:00,2223,2223
74,01/09/2021 , 13:10:00,1942,1942
75,01/09/2021 , 13:15:00,2007,2007
76,01/09/2021 , 13:20:00,2069,2069
77,01/09/2021 , 13:25:00,2097,2097
78,01/09/2021 , 13:30:00,2047,2047
79,01/09/2021 , 13:35:00,1970,1970
80,01/09/2021 , 13:40:00,1966,1966
81,01/09/2021 , 13:45:00,1681,1681
82,01/09/2021 , 13:50:00,1772,1772
83,01/09/2021 , 13:55:00,1640,1640
84,01/09/2021 , 14:00:00,1502,1502
85,01/09/2021 , 14:05:00,1750,1750
86,01/09/2021 , 14:10:00,1712,1712
87,01/09/2021 , 14:15:00,1625,1625
88,01/09/2021 , 14:20:00,1626,1626
89,01/09/2021 , 14:25:00,1618,1618
90,01/09/2021 , 14:30:00,1580,1580
91,01/09/2021 , 14:35:00,1568,1568
92,01/09/2021 , 14:40:00,1551,1551
93,01/09/2021 , 14:45:00,1534,1534
94,01/09/2021 , 14:50:00,1487,1487
95,01/09/2021 , 14:55:00,1449,1449
96,01/09/2021 , 15:00:00,1453,1453
97,01/09/2021 , 15:05:00,1374,1374
98,01/09/2021 , 15:10:00,1345,1345
99,01/09/2021 , 15:15:00,1301,1301
100,01/09/2021 , 15:20:00,1274,1274
101,01/09/2021 , 15:25:00,1202,1202
102,01/09/2021 , 15:30:00,1107,1107
103,01/09/2021 , 15:35:00,1082,1082
104,01/09/2021 , 15:40:00,1008,1008
