Site Name ,LICOR CAL
Site Number ,19
Logger ,Integrating Light Sensor
Logger Serial Number ,14728


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,55,55
3,01/09/2021 , 07:15:00,225,225
4,01/09/2021 , 07:20:00,279,279
5,01/09/2021 , 07:25:00,287,287
6,01/09/2021 , 07:30:00,282,282
7,01/09/2021 , 07:35:00,315,315
8,01/09/2021 , 07:40:00,364,364
9,01/09/2021 , 07:45:00,392,392
10,01/09/2021 , 07:50:00,273,273
11,01/09/2021 , 07:55:00,176,176
12,01/09/2021 , 08:00:00,773,773
13,01/09/2021 , 08:05:00,242,242
14,01/09/2021 , 08:10:00,102,102
15,01/09/2021 , 08:15:00,410,410
16,01/09/2021 , 08:20:00,426,426
17,01/09/2021 , 08:25:00,385,385
18,01/09/2021 , 08:30:00,1365,1365
19,01/09/2021 , 08:35:00,539,539
20,01/09/2021 , 08:40:00,64,64
21,01/09/2021 , 08:45:00,123,123
22,01/09/2021 , 08:50:00,119,119
23,01/09/2021 , 08:55:00,107,107
24,01/09/2021 , 09:00:00,233,233
25,01/09/2021 , 09:05:00,233,233
26,01/09/2021 , 09:10:00,1024,1024
27,01/09/2021 , 09:15:00,2011,2011
28,01/09/2021 , 09:20:00,2051,2051
29,01/09/2021 , 09:25:00,2297,2297
30,01/09/2021 , 09:30:00,2307,2307
31,01/09/2021 , 09:35:00,2181,2181
32,01/09/2021 , 09:40:00,2213,2213
33,01/09/2021 , 09:45:00,2257,2257
34,01/09/2021 , 09:50:00,2298,2298
35,01/09/2021 , 09:55:00,2333,2333
36,01/09/2021 , 10:00:00,2379,2379
37,01/09/2021 , 10:05:00,2385,2385
38,01/09/2021 , 10:10:00,2451,2451
39,01/09/2021 , 10:15:00,2497,2497
40,01/09/2021 , 10:20:00,2512,2512
41,01/09/2021 , 10:25:00,2531,2531
42,01/09/2021 , 10:30:00,2554,2554
43,01/09/2021 , 10:35:00,2566,2566
44,01/09/2021 , 10:40:00,2584,2584
45,01/09/2021 , 10:45:00,2593,2593
46,01/09/2021 , 10:50:00,2611,2611
47,01/09/2021 , 10:55:00,2621,2621
48,01/09/2021 , 11:00:00,2633,2633
49,01/09/2021 , 11:05:00,2636,2636
50,01/09/2021 , 11:10:00,2599,2599
51,01/09/2021 , 11:15:00,2574,2574
52,01/09/2021 , 11:20:00,2564,2564
53,01/09/2021 , 11:25:00,2551,2551
54,01/09/2021 , 11:30:00,2537,2537
55,01/09/2021 , 11:35:00,2518,2518
56,01/09/2021 , 11:40:00,2499,2499
57,01/09/2021 , 11:45:00,2469,2469
58,01/09/2021 , 11:50:00,2451,2451
59,01/09/2021 , 11:55:00,2406,2406
60,01/09/2021 , 12:00:00,2318,2318
61,01/09/2021 , 12:05:00,2318,2318
62,01/09/2021 , 12:10:00,2307,2307
63,01/09/2021 , 12:15:00,2323,2323
64,01/09/2021 , 12:20:00,2300,2300
65,01/09/2021 , 12:25:00,2299,2299
66,01/09/2021 , 12:30:00,2279,2279
67,01/09/2021 , 12:35:00,2232,2232
68,01/09/2021 , 12:40:00,2200,2200
69,01/09/2021 , 12:45:00,2179,2179
70,01/09/2021 , 12:50:00,2157,2157
71,01/09/2021 , 12:55:00,2109,2109
72,01/09/2021 , 13:00:00,2071,2071
73,01/09/2021 , 13:05:00,2057,2057
74,01/09/2021 , 13:10:00,2032,2032
75,01/09/2021 , 13:15:00,1989,1989
76,01/09/2021 , 13:20:00,1944,1944
77,01/09/2021 , 13:25:00,1921,1921
78,01/09/2021 , 13:30:00,1891,1891
79,01/09/2021 , 13:35:00,1816,1816
80,01/09/2021 , 13:40:00,1817,1817
81,01/09/2021 , 13:45:00,1559,1559
82,01/09/2021 , 13:50:00,1653,1653
83,01/09/2021 , 13:55:00,1492,1492
84,01/09/2021 , 14:00:00,1350,1350
85,01/09/2021 , 14:05:00,1631,1631
86,01/09/2021 , 14:10:00,1586,1586
87,01/09/2021 , 14:15:00,1513,1513
88,01/09/2021 , 14:20:00,1515,1515
89,01/09/2021 , 14:25:00,1508,1508
90,01/09/2021 , 14:30:00,1479,1479
91,01/09/2021 , 14:35:00,1469,1469
92,01/09/2021 , 14:40:00,1458,1458
93,01/09/2021 , 14:45:00,1442,1442
94,01/09/2021 , 14:50:00,1386,1386
95,01/09/2021 , 14:55:00,1351,1351
96,01/09/2021 , 15:00:00,1361,1361
97,01/09/2021 , 15:05:00,1289,1289
98,01/09/2021 , 15:10:00,1264,1264
99,01/09/2021 , 15:15:00,1222,1222
100,01/09/2021 , 15:20:00,1191,1191
101,01/09/2021 , 15:25:00,1127,1127
102,01/09/2021 , 15:30:00,1033,1033
103,01/09/2021 , 15:35:00,1015,1015
104,01/09/2021 , 15:40:00,940,940
