Site Name ,LICOR CAL
Site Number ,9
Logger ,Integrating Light Sensor
Logger Serial Number ,6434


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,45,45
3,01/09/2021 , 07:15:00,210,210
4,01/09/2021 , 07:20:00,263,263
5,01/09/2021 , 07:25:00,274,274
6,01/09/2021 , 07:30:00,282,282
7,01/09/2021 , 07:35:00,305,305
8,01/09/2021 , 07:40:00,340,340
9,01/09/2021 , 07:45:00,363,363
10,01/09/2021 , 07:50:00,210,210
11,01/09/2021 , 07:55:00,30,30
12,01/09/2021 , 08:00:00,81,81
13,01/09/2021 , 08:05:00,52,52
14,01/09/2021 , 08:10:00,34,34
15,01/09/2021 , 08:15:00,447,447
16,01/09/2021 , 08:20:00,515,515
17,01/09/2021 , 08:25:00,539,539
18,01/09/2021 , 08:30:00,391,391
19,01/09/2021 , 08:35:00,352,352
20,01/09/2021 , 08:40:00,327,327
21,01/09/2021 , 08:45:00,400,400
22,01/09/2021 , 08:50:00,412,412
23,01/09/2021 , 08:55:00,392,392
24,01/09/2021 , 09:00:00,1009,1009
25,01/09/2021 , 09:05:00,1071,1071
26,01/09/2021 , 09:10:00,1169,1169
27,01/09/2021 , 09:15:00,1761,1761
28,01/09/2021 , 09:20:00,1784,1784
29,01/09/2021 , 09:25:00,1926,1926
30,01/09/2021 , 09:30:00,1873,1873
31,01/09/2021 , 09:35:00,1811,1811
32,01/09/2021 , 09:40:00,1840,1840
33,01/09/2021 , 09:45:00,1880,1880
34,01/09/2021 , 09:50:00,1929,1929
35,01/09/2021 , 09:55:00,1962,1962
36,01/09/2021 , 10:00:00,1991,1991
37,01/09/2021 , 10:05:00,2030,2030
38,01/09/2021 , 10:10:00,2064,2064
39,01/09/2021 , 10:15:00,2102,2102
40,01/09/2021 , 10:20:00,2117,2117
41,01/09/2021 , 10:25:00,2135,2135
42,01/09/2021 , 10:30:00,2148,2148
43,01/09/2021 , 10:35:00,2165,2165
44,01/09/2021 , 10:40:00,2168,2168
45,01/09/2021 , 10:45:00,2173,2173
46,01/09/2021 , 10:50:00,2157,2157
47,01/09/2021 , 10:55:00,2146,2146
48,01/09/2021 , 11:00:00,2134,2134
49,01/09/2021 , 11:05:00,2119,2119
50,01/09/2021 , 11:10:00,2099,2099
51,01/09/2021 , 11:15:00,2083,2083
52,01/09/2021 , 11:20:00,2059,2059
53,01/09/2021 , 11:25:00,2061,2061
54,01/09/2021 , 11:30:00,2058,2058
55,01/09/2021 , 11:35:00,2033,2033
56,01/09/2021 , 11:40:00,2025,2025
57,01/09/2021 , 11:45:00,2006,2006
58,01/09/2021 , 11:50:00,1987,1987
59,01/09/2021 , 11:55:00,1961,1961
60,01/09/2021 , 12:00:00,1950,1950
61,01/09/2021 , 12:05:00,1957,1957
62,01/09/2021 , 12:10:00,1949,1949
63,01/09/2021 , 12:15:00,1969,1969
64,01/09/2021 , 12:20:00,1959,1959
65,01/09/2021 , 12:25:00,1961,1961
66,01/09/2021 , 12:30:00,1948,1948
67,01/09/2021 , 12:35:00,1910,1910
68,01/09/2021 , 12:40:00,1877,1877
69,01/09/2021 , 12:45:00,1866,1866
70,01/09/2021 , 12:50:00,1857,1857
71,01/09/2021 , 12:55:00,1777,1777
72,01/09/2021 , 13:00:00,1790,1790
73,01/09/2021 , 13:05:00,1787,1787
74,01/09/2021 , 13:10:00,1760,1760
75,01/09/2021 , 13:15:00,1717,1717
76,01/09/2021 , 13:20:00,1689,1689
77,01/09/2021 , 13:25:00,1688,1688
78,01/09/2021 , 13:30:00,1648,1648
79,01/09/2021 , 13:35:00,1600,1600
80,01/09/2021 , 13:40:00,1597,1597
81,01/09/2021 , 13:45:00,1443,1443
82,01/09/2021 , 13:50:00,1468,1468
83,01/09/2021 , 13:55:00,1365,1365
84,01/09/2021 , 14:00:00,1268,1268
85,01/09/2021 , 14:05:00,1456,1456
86,01/09/2021 , 14:10:00,1426,1426
87,01/09/2021 , 14:15:00,1339,1339
88,01/09/2021 , 14:20:00,1353,1353
89,01/09/2021 , 14:25:00,1342,1342
90,01/09/2021 , 14:30:00,1318,1318
91,01/09/2021 , 14:35:00,1311,1311
92,01/09/2021 , 14:40:00,1305,1305
93,01/09/2021 , 14:45:00,1273,1273
94,01/09/2021 , 14:50:00,1243,1243
95,01/09/2021 , 14:55:00,1232,1232
96,01/09/2021 , 15:00:00,1230,1230
97,01/09/2021 , 15:05:00,1153,1153
98,01/09/2021 , 15:10:00,1144,1144
99,01/09/2021 , 15:15:00,1093,1093
100,01/09/2021 , 15:20:00,1074,1074
101,01/09/2021 , 15:25:00,1012,1012
102,01/09/2021 , 15:30:00,945,945
103,01/09/2021 , 15:35:00,915,915
104,01/09/2021 , 15:40:00,849,849
105,01/09/2021 , 15:45:00,832,832
