Site Name ,LICOR CAL
Site Number ,5
Logger ,Integrating Light Sensor
Logger Serial Number ,7882


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,82,82
3,01/09/2021 , 07:15:00,318,318
4,01/09/2021 , 07:20:00,395,395
5,01/09/2021 , 07:25:00,402,402
6,01/09/2021 , 07:30:00,382,382
7,01/09/2021 , 07:35:00,434,434
8,01/09/2021 , 07:40:00,506,506
9,01/09/2021 , 07:45:00,548,548
10,01/09/2021 , 07:50:00,388,388
11,01/09/2021 , 07:55:00,221,221
12,01/09/2021 , 08:00:00,996,996
13,01/09/2021 , 08:05:00,325,325
14,01/09/2021 , 08:10:00,145,145
15,01/09/2021 , 08:15:00,394,394
16,01/09/2021 , 08:20:00,418,418
17,01/09/2021 , 08:25:00,406,406
18,01/09/2021 , 08:30:00,1825,1825
19,01/09/2021 , 08:35:00,926,926
20,01/09/2021 , 08:40:00,107,107
21,01/09/2021 , 08:45:00,173,173
22,01/09/2021 , 08:50:00,161,161
23,01/09/2021 , 08:55:00,174,174
24,01/09/2021 , 09:00:00,340,340
25,01/09/2021 , 09:05:00,385,385
26,01/09/2021 , 09:10:00,1265,1265
27,01/09/2021 , 09:15:00,2655,2655
28,01/09/2021 , 09:20:00,2573,2573
29,01/09/2021 , 09:25:00,3106,3106
30,01/09/2021 , 09:30:00,3229,3229
31,01/09/2021 , 09:35:00,3038,3038
32,01/09/2021 , 09:40:00,3074,3074
33,01/09/2021 , 09:45:00,3147,3147
34,01/09/2021 , 09:50:00,3195,3195
35,01/09/2021 , 09:55:00,3225,3225
36,01/09/2021 , 10:00:00,3256,3256
37,01/09/2021 , 10:05:00,3322,3322
38,01/09/2021 , 10:10:00,3420,3420
39,01/09/2021 , 10:15:00,3447,3447
40,01/09/2021 , 10:20:00,3463,3463
41,01/09/2021 , 10:25:00,3478,3478
42,01/09/2021 , 10:30:00,3494,3494
43,01/09/2021 , 10:35:00,3498,3498
44,01/09/2021 , 10:40:00,3519,3519
45,01/09/2021 , 10:45:00,3602,3602
46,01/09/2021 , 10:50:00,3632,3632
47,01/09/2021 , 10:55:00,3571,3571
48,01/09/2021 , 11:00:00,3559,3559
49,01/09/2021 , 11:05:00,3533,3533
50,01/09/2021 , 11:10:00,3311,3311
51,01/09/2021 , 11:15:00,3480,3480
52,01/09/2021 , 11:20:00,3468,3468
53,01/09/2021 , 11:25:00,3444,3444
54,01/09/2021 , 11:30:00,3413,3413
55,01/09/2021 , 11:35:00,3386,3386
56,01/09/2021 , 11:40:00,3359,3359
57,01/09/2021 , 11:45:00,3315,3315
58,01/09/2021 , 11:50:00,3275,3275
59,01/09/2021 , 11:55:00,3219,3219
60,01/09/2021 , 12:00:00,3189,3189
61,01/09/2021 , 12:05:00,3193,3193
62,01/09/2021 , 12:10:00,3187,3187
63,01/09/2021 , 12:15:00,3207,3207
64,01/09/2021 , 12:20:00,756,756
65,01/09/2021 , 12:25:00,433,433
66,01/09/2021 , 12:30:00,1737,1737
67,01/09/2021 , 12:35:00,3063,3063
68,01/09/2021 , 12:40:00,3048,3048
69,01/09/2021 , 12:45:00,3007,3007
70,01/09/2021 , 12:50:00,2974,2974
71,01/09/2021 , 12:55:00,2484,2484
72,01/09/2021 , 13:00:00,2042,2042
73,01/09/2021 , 13:05:00,1603,1603
74,01/09/2021 , 13:10:00,2707,2707
75,01/09/2021 , 13:15:00,2692,2692
76,01/09/2021 , 13:20:00,2619,2619
77,01/09/2021 , 13:25:00,2580,2580
78,01/09/2021 , 13:30:00,2526,2526
79,01/09/2021 , 13:35:00,2468,2468
80,01/09/2021 , 13:40:00,2431,2431
81,01/09/2021 , 13:45:00,2093,2093
82,01/09/2021 , 13:50:00,2214,2214
83,01/09/2021 , 13:55:00,2041,2041
84,01/09/2021 , 14:00:00,1832,1832
85,01/09/2021 , 14:05:00,2169,2169
86,01/09/2021 , 14:10:00,2107,2107
87,01/09/2021 , 14:15:00,1995,1995
88,01/09/2021 , 14:20:00,1988,1988
89,01/09/2021 , 14:25:00,1977,1977
90,01/09/2021 , 14:30:00,1916,1916
91,01/09/2021 , 14:35:00,1925,1925
92,01/09/2021 , 14:40:00,1903,1903
93,01/09/2021 , 14:45:00,1886,1886
94,01/09/2021 , 14:50:00,1816,1816
95,01/09/2021 , 14:55:00,1762,1762
96,01/09/2021 , 15:00:00,1766,1766
97,01/09/2021 , 15:05:00,1663,1663
98,01/09/2021 , 15:10:00,1630,1630
99,01/09/2021 , 15:15:00,1578,1578
100,01/09/2021 , 15:20:00,1526,1526
101,01/09/2021 , 15:25:00,1439,1439
102,01/09/2021 , 15:30:00,1311,1311
103,01/09/2021 , 15:35:00,1287,1287
104,01/09/2021 , 15:40:00,1192,1192
