Date,Time,Intensity (Lux) c:2
09/02/21,15:20:00,6200.0
09/02/21,15:25:00,6544.5
09/02/21,15:30:00,5338.9
09/02/21,15:35:00,5338.9
09/02/21,15:40:00,4477.8
09/02/21,15:45:00,4477.8
09/02/21,15:50:00,3961.1
09/02/21,15:55:00,4305.6
09/02/21,16:00:00,3961.1
09/02/21,16:05:00,3444.5
09/02/21,16:10:00,3444.5
09/02/21,16:15:00,3616.7
09/02/21,16:20:00,3272.2
09/02/21,16:25:00,3272.2
09/02/21,16:30:00,3100.0
09/02/21,16:35:00,2755.6
09/02/21,16:40:00,2755.6
09/02/21,16:45:00,2755.6
09/02/21,16:50:00,2583.4
09/02/21,16:55:00,2583.4
09/02/21,17:00:00,2325.0
09/02/21,17:05:00,2497.2
09/02/21,17:10:00,2238.9
09/02/21,17:15:00,2238.9
09/02/21,17:20:00,1980.6
09/02/21,17:25:00,1894.5
09/02/21,17:30:00,1722.2
09/02/21,17:35:00,1636.1
09/02/21,17:40:00,1550.0
09/02/21,17:45:00,1463.9
09/02/21,17:50:00,1377.8
09/02/21,17:55:00,1345.5
09/02/21,18:00:00,1280.9
09/02/21,18:05:00,1162.5
09/02/21,18:10:00,893.4
09/02/21,18:15:00,839.6
09/02/21,18:20:00,731.9
09/02/21,18:25:00,721.2
09/02/21,18:30:00,635.1
09/02/21,18:35:00,592.0
09/02/21,18:40:00,559.7
09/02/21,18:45:00,473.6
09/02/21,18:50:00,376.7
09/02/21,18:55:00,344.4
09/02/21,19:00:00,269.1
09/02/21,19:05:00,204.5
09/02/21,19:10:00,150.7
09/02/21,19:15:00,161.5
09/02/21,19:20:00,118.4
09/02/21,19:25:00,107.6
09/02/21,19:30:00,86.1
09/02/21,19:35:00,75.3
09/02/21,19:40:00,43.1
09/02/21,19:45:00,21.5
09/02/21,19:50:00,10.8
09/02/21,19:55:00,0.0
09/02/21,20:00:00,0.0
09/02/21,20:05:00,0.0
09/02/21,20:10:00,0.0
09/02/21,20:15:00,0.0
09/02/21,20:20:00,0.0
09/02/21,20:25:00,0.0
09/02/21,20:30:00,0.0
09/02/21,20:35:00,0.0
09/02/21,20:40:00,0.0
09/02/21,20:45:00,0.0
09/02/21,20:50:00,0.0
09/02/21,20:55:00,0.0
09/02/21,21:00:00,0.0
09/02/21,21:05:00,0.0
09/02/21,21:10:00,0.0
09/02/21,21:15:00,0.0
09/02/21,21:20:00,0.0
09/02/21,21:25:00,0.0
09/02/21,21:30:00,0.0
09/02/21,21:35:00,0.0
09/02/21,21:40:00,0.0
09/02/21,21:45:00,0.0
09/02/21,21:50:00,0.0
09/02/21,21:55:00,0.0
09/02/21,22:00:00,0.0
09/02/21,22:05:00,0.0
09/02/21,22:10:00,0.0
09/02/21,22:15:00,0.0
09/02/21,22:20:00,0.0
09/02/21,22:25:00,0.0
09/02/21,22:30:00,0.0
09/02/21,22:35:00,0.0
09/02/21,22:40:00,0.0
09/02/21,22:45:00,0.0
09/02/21,22:50:00,0.0
09/02/21,22:55:00,0.0
09/02/21,23:00:00,0.0
09/02/21,23:05:00,0.0
09/02/21,23:10:00,0.0
09/02/21,23:15:00,0.0
09/02/21,23:20:00,0.0
09/02/21,23:25:00,0.0
