Site Name ,LICOR CAL
Site Number ,17
Logger ,Integrating Light Sensor
Logger Serial Number ,14730


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,59,59
3,01/09/2021 , 07:15:00,235,235
4,01/09/2021 , 07:20:00,290,290
5,01/09/2021 , 07:25:00,299,299
6,01/09/2021 , 07:30:00,296,296
7,01/09/2021 , 07:35:00,325,325
8,01/09/2021 , 07:40:00,378,378
9,01/09/2021 , 07:45:00,403,403
10,01/09/2021 , 07:50:00,274,274
11,01/09/2021 , 07:55:00,115,115
12,01/09/2021 , 08:00:00,637,637
13,01/09/2021 , 08:05:00,115,115
14,01/09/2021 , 08:10:00,61,61
15,01/09/2021 , 08:15:00,620,620
16,01/09/2021 , 08:20:00,621,621
17,01/09/2021 , 08:25:00,514,514
18,01/09/2021 , 08:30:00,1005,1005
19,01/09/2021 , 08:35:00,463,463
20,01/09/2021 , 08:40:00,62,62
21,01/09/2021 , 08:45:00,119,119
22,01/09/2021 , 08:50:00,108,108
23,01/09/2021 , 08:55:00,118,118
24,01/09/2021 , 09:00:00,250,250
25,01/09/2021 , 09:05:00,321,321
26,01/09/2021 , 09:10:00,1348,1348
27,01/09/2021 , 09:15:00,2459,2459
28,01/09/2021 , 09:20:00,2320,2320
29,01/09/2021 , 09:25:00,2645,2645
30,01/09/2021 , 09:30:00,2571,2571
31,01/09/2021 , 09:35:00,2373,2373
32,01/09/2021 , 09:40:00,2401,2401
33,01/09/2021 , 09:45:00,2464,2464
34,01/09/2021 , 09:50:00,2509,2509
35,01/09/2021 , 09:55:00,2565,2565
36,01/09/2021 , 10:00:00,2602,2602
37,01/09/2021 , 10:05:00,2683,2683
38,01/09/2021 , 10:10:00,2935,2935
39,01/09/2021 , 10:15:00,2957,2957
40,01/09/2021 , 10:20:00,2971,2971
41,01/09/2021 , 10:25:00,2993,2993
42,01/09/2021 , 10:30:00,3001,3001
43,01/09/2021 , 10:35:00,2998,2998
44,01/09/2021 , 10:40:00,3008,3008
45,01/09/2021 , 10:45:00,3000,3000
46,01/09/2021 , 10:50:00,2916,2916
47,01/09/2021 , 10:55:00,2887,2887
48,01/09/2021 , 11:00:00,2919,2919
49,01/09/2021 , 11:05:00,2920,2920
50,01/09/2021 , 11:10:00,2876,2876
51,01/09/2021 , 11:15:00,2828,2828
52,01/09/2021 , 11:20:00,2815,2815
53,01/09/2021 , 11:25:00,2789,2789
54,01/09/2021 , 11:30:00,2766,2766
55,01/09/2021 , 11:35:00,2734,2734
56,01/09/2021 , 11:40:00,2710,2710
57,01/09/2021 , 11:45:00,2682,2682
58,01/09/2021 , 11:50:00,2651,2651
59,01/09/2021 , 11:55:00,2610,2610
60,01/09/2021 , 12:00:00,2580,2580
61,01/09/2021 , 12:05:00,2572,2572
62,01/09/2021 , 12:10:00,2558,2558
63,01/09/2021 , 12:15:00,2574,2574
64,01/09/2021 , 12:20:00,2546,2546
65,01/09/2021 , 12:25:00,2542,2542
66,01/09/2021 , 12:30:00,2521,2521
67,01/09/2021 , 12:35:00,2453,2453
68,01/09/2021 , 12:40:00,2409,2409
69,01/09/2021 , 12:45:00,2379,2379
70,01/09/2021 , 12:50:00,2361,2361
71,01/09/2021 , 12:55:00,2305,2305
72,01/09/2021 , 13:00:00,2262,2262
73,01/09/2021 , 13:05:00,2239,2239
74,01/09/2021 , 13:10:00,2208,2208
75,01/09/2021 , 13:15:00,2147,2147
76,01/09/2021 , 13:20:00,2100,2100
77,01/09/2021 , 13:25:00,2091,2091
78,01/09/2021 , 13:30:00,2039,2039
79,01/09/2021 , 13:35:00,1965,1965
80,01/09/2021 , 13:40:00,1959,1959
81,01/09/2021 , 13:45:00,1704,1704
82,01/09/2021 , 13:50:00,1773,1773
83,01/09/2021 , 13:55:00,1588,1588
84,01/09/2021 , 14:00:00,1452,1452
85,01/09/2021 , 14:05:00,1744,1744
86,01/09/2021 , 14:10:00,1695,1695
87,01/09/2021 , 14:15:00,1608,1608
88,01/09/2021 , 14:20:00,1609,1609
89,01/09/2021 , 14:25:00,1590,1590
90,01/09/2021 , 14:30:00,1555,1555
91,01/09/2021 , 14:35:00,1545,1545
92,01/09/2021 , 14:40:00,1535,1535
93,01/09/2021 , 14:45:00,1500,1500
94,01/09/2021 , 14:50:00,1456,1456
95,01/09/2021 , 14:55:00,1430,1430
96,01/09/2021 , 15:00:00,1428,1428
97,01/09/2021 , 15:05:00,1346,1346
98,01/09/2021 , 15:10:00,1324,1324
99,01/09/2021 , 15:15:00,1264,1264
100,01/09/2021 , 15:20:00,1245,1245
101,01/09/2021 , 15:25:00,1174,1174
102,01/09/2021 , 15:30:00,1080,1080
103,01/09/2021 , 15:35:00,1057,1057
104,01/09/2021 , 15:40:00,981,981
