Site Name ,LICOR CAL
Site Number ,16
Logger ,Integrating Light Sensor
Logger Serial Number ,14727


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,62,62
3,01/09/2021 , 07:15:00,253,253
4,01/09/2021 , 07:20:00,315,315
5,01/09/2021 , 07:25:00,325,325
6,01/09/2021 , 07:30:00,325,325
7,01/09/2021 , 07:35:00,359,359
8,01/09/2021 , 07:40:00,410,410
9,01/09/2021 , 07:45:00,441,441
10,01/09/2021 , 07:50:00,268,268
11,01/09/2021 , 07:55:00,3,3
12,01/09/2021 , 08:00:00,21,21
13,01/09/2021 , 08:05:00,6,6
14,01/09/2021 , 08:10:00,4,4
15,01/09/2021 , 08:15:00,24,24
16,01/09/2021 , 08:20:00,24,24
17,01/09/2021 , 08:25:00,22,22
18,01/09/2021 , 08:30:00,53,53
19,01/09/2021 , 08:35:00,141,141
20,01/09/2021 , 08:40:00,102,102
21,01/09/2021 , 08:45:00,121,121
22,01/09/2021 , 08:50:00,112,112
23,01/09/2021 , 08:55:00,97,97
24,01/09/2021 , 09:00:00,198,198
25,01/09/2021 , 09:05:00,166,166
26,01/09/2021 , 09:10:00,1290,1290
27,01/09/2021 , 09:15:00,2438,2438
28,01/09/2021 , 09:20:00,2568,2568
29,01/09/2021 , 09:25:00,2803,2803
30,01/09/2021 , 09:30:00,2742,2742
31,01/09/2021 , 09:35:00,2491,2491
32,01/09/2021 , 09:40:00,2533,2533
33,01/09/2021 , 09:45:00,2599,2599
34,01/09/2021 , 09:50:00,2676,2676
35,01/09/2021 , 09:55:00,2729,2729
36,01/09/2021 , 10:00:00,2780,2780
37,01/09/2021 , 10:05:00,2827,2827
38,01/09/2021 , 10:10:00,2866,2866
39,01/09/2021 , 10:15:00,2894,2894
40,01/09/2021 , 10:20:00,2907,2907
41,01/09/2021 , 10:25:00,2927,2927
42,01/09/2021 , 10:30:00,2939,2939
43,01/09/2021 , 10:35:00,2950,2950
44,01/09/2021 , 10:40:00,2959,2959
45,01/09/2021 , 10:45:00,2975,2975
46,01/09/2021 , 10:50:00,2936,2936
47,01/09/2021 , 10:55:00,2451,2451
48,01/09/2021 , 11:00:00,2357,2357
49,01/09/2021 , 11:05:00,2165,2165
50,01/09/2021 , 11:10:00,1878,1878
51,01/09/2021 , 11:15:00,2350,2350
52,01/09/2021 , 11:20:00,2414,2414
53,01/09/2021 , 11:25:00,2697,2697
54,01/09/2021 , 11:30:00,2788,2788
55,01/09/2021 , 11:35:00,2952,2952
56,01/09/2021 , 11:40:00,2951,2951
57,01/09/2021 , 11:45:00,2915,2915
58,01/09/2021 , 11:50:00,2892,2892
59,01/09/2021 , 11:55:00,2842,2842
60,01/09/2021 , 12:00:00,2827,2827
61,01/09/2021 , 12:05:00,2820,2820
62,01/09/2021 , 12:10:00,2805,2805
63,01/09/2021 , 12:15:00,2828,2828
64,01/09/2021 , 12:20:00,2799,2799
65,01/09/2021 , 12:25:00,2792,2792
66,01/09/2021 , 12:30:00,2772,2772
67,01/09/2021 , 12:35:00,2712,2712
68,01/09/2021 , 12:40:00,2655,2655
69,01/09/2021 , 12:45:00,2626,2626
70,01/09/2021 , 12:50:00,2605,2605
71,01/09/2021 , 12:55:00,2540,2540
72,01/09/2021 , 13:00:00,2487,2487
73,01/09/2021 , 13:05:00,2463,2463
74,01/09/2021 , 13:10:00,2433,2433
75,01/09/2021 , 13:15:00,2371,2371
76,01/09/2021 , 13:20:00,2317,2317
77,01/09/2021 , 13:25:00,2308,2308
78,01/09/2021 , 13:30:00,2254,2254
79,01/09/2021 , 13:35:00,2169,2169
80,01/09/2021 , 13:40:00,2166,2166
81,01/09/2021 , 13:45:00,1889,1889
82,01/09/2021 , 13:50:00,1960,1960
83,01/09/2021 , 13:55:00,1820,1820
84,01/09/2021 , 14:00:00,1662,1662
85,01/09/2021 , 14:05:00,1926,1926
86,01/09/2021 , 14:10:00,1872,1872
87,01/09/2021 , 14:15:00,1765,1765
88,01/09/2021 , 14:20:00,1765,1765
89,01/09/2021 , 14:25:00,1754,1754
90,01/09/2021 , 14:30:00,1717,1717
91,01/09/2021 , 14:35:00,1705,1705
92,01/09/2021 , 14:40:00,1686,1686
93,01/09/2021 , 14:45:00,1661,1661
94,01/09/2021 , 14:50:00,1608,1608
95,01/09/2021 , 14:55:00,1573,1573
96,01/09/2021 , 15:00:00,1573,1573
97,01/09/2021 , 15:05:00,1482,1482
98,01/09/2021 , 15:10:00,1456,1456
99,01/09/2021 , 15:15:00,1399,1399
100,01/09/2021 , 15:20:00,1365,1365
101,01/09/2021 , 15:25:00,1288,1288
102,01/09/2021 , 15:30:00,1181,1181
103,01/09/2021 , 15:35:00,1152,1152
104,01/09/2021 , 15:40:00,1073,1073
