Site Name ,LICOR CAL
Site Number ,4
Logger ,Integrating Light Sensor
Logger Serial Number ,6437


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,41,41
3,01/09/2021 , 07:15:00,174,174
4,01/09/2021 , 07:20:00,219,219
5,01/09/2021 , 07:25:00,229,229
6,01/09/2021 , 07:30:00,239,239
7,01/09/2021 , 07:35:00,260,260
8,01/09/2021 , 07:40:00,287,287
9,01/09/2021 , 07:45:00,308,308
10,01/09/2021 , 07:50:00,195,195
11,01/09/2021 , 07:55:00,30,30
12,01/09/2021 , 08:00:00,86,86
13,01/09/2021 , 08:05:00,103,103
14,01/09/2021 , 08:10:00,70,70
15,01/09/2021 , 08:15:00,474,474
16,01/09/2021 , 08:20:00,417,417
17,01/09/2021 , 08:25:00,389,389
18,01/09/2021 , 08:30:00,304,304
19,01/09/2021 , 08:35:00,422,422
20,01/09/2021 , 08:40:00,103,103
21,01/09/2021 , 08:45:00,122,122
22,01/09/2021 , 08:50:00,93,93
23,01/09/2021 , 08:55:00,90,90
24,01/09/2021 , 09:00:00,181,181
25,01/09/2021 , 09:05:00,217,217
26,01/09/2021 , 09:10:00,1244,1244
27,01/09/2021 , 09:15:00,1950,1950
28,01/09/2021 , 09:20:00,1862,1862
29,01/09/2021 , 09:25:00,2055,2055
30,01/09/2021 , 09:30:00,2094,2094
31,01/09/2021 , 09:35:00,2065,2065
32,01/09/2021 , 09:40:00,2091,2091
33,01/09/2021 , 09:45:00,2140,2140
34,01/09/2021 , 09:50:00,2178,2178
35,01/09/2021 , 09:55:00,2207,2207
36,01/09/2021 , 10:00:00,2242,2242
37,01/09/2021 , 10:05:00,2264,2264
38,01/09/2021 , 10:10:00,2284,2284
39,01/09/2021 , 10:15:00,2301,2301
40,01/09/2021 , 10:20:00,2312,2312
41,01/09/2021 , 10:25:00,2325,2325
42,01/09/2021 , 10:30:00,2335,2335
43,01/09/2021 , 10:35:00,2345,2345
44,01/09/2021 , 10:40:00,2345,2345
45,01/09/2021 , 10:45:00,2344,2344
46,01/09/2021 , 10:50:00,2319,2319
47,01/09/2021 , 10:55:00,2056,2056
48,01/09/2021 , 11:00:00,1773,1773
49,01/09/2021 , 11:05:00,1074,1074
50,01/09/2021 , 11:10:00,1000,1000
51,01/09/2021 , 11:15:00,1019,1019
52,01/09/2021 , 11:20:00,890,890
53,01/09/2021 , 11:25:00,1013,1013
54,01/09/2021 , 11:30:00,994,994
55,01/09/2021 , 11:35:00,1443,1443
56,01/09/2021 , 11:40:00,1475,1475
57,01/09/2021 , 11:45:00,1636,1636
58,01/09/2021 , 11:50:00,1584,1584
59,01/09/2021 , 11:55:00,1872,1872
60,01/09/2021 , 12:00:00,2034,2034
61,01/09/2021 , 12:05:00,2038,2038
62,01/09/2021 , 12:10:00,2025,2025
63,01/09/2021 , 12:15:00,2038,2038
64,01/09/2021 , 12:20:00,2009,2009
65,01/09/2021 , 12:25:00,2003,2003
66,01/09/2021 , 12:30:00,1990,1990
67,01/09/2021 , 12:35:00,1940,1940
68,01/09/2021 , 12:40:00,1896,1896
69,01/09/2021 , 12:45:00,1870,1870
70,01/09/2021 , 12:50:00,1855,1855
71,01/09/2021 , 12:55:00,1804,1804
72,01/09/2021 , 13:00:00,1765,1765
73,01/09/2021 , 13:05:00,1752,1752
74,01/09/2021 , 13:10:00,1726,1726
75,01/09/2021 , 13:15:00,1675,1675
76,01/09/2021 , 13:20:00,1633,1633
77,01/09/2021 , 13:25:00,1627,1627
78,01/09/2021 , 13:30:00,1584,1584
79,01/09/2021 , 13:35:00,1521,1521
80,01/09/2021 , 13:40:00,1517,1517
81,01/09/2021 , 13:45:00,1339,1339
82,01/09/2021 , 13:50:00,1370,1370
83,01/09/2021 , 13:55:00,1291,1291
84,01/09/2021 , 14:00:00,1183,1183
85,01/09/2021 , 14:05:00,1334,1334
86,01/09/2021 , 14:10:00,1292,1292
87,01/09/2021 , 14:15:00,1211,1211
88,01/09/2021 , 14:20:00,1214,1214
89,01/09/2021 , 14:25:00,1205,1205
90,01/09/2021 , 14:30:00,1181,1181
91,01/09/2021 , 14:35:00,1169,1169
92,01/09/2021 , 14:40:00,1157,1157
93,01/09/2021 , 14:45:00,1136,1136
94,01/09/2021 , 14:50:00,1099,1099
95,01/09/2021 , 14:55:00,1075,1075
96,01/09/2021 , 15:00:00,1074,1074
97,01/09/2021 , 15:05:00,1010,1010
98,01/09/2021 , 15:10:00,992,992
99,01/09/2021 , 15:15:00,946,946
100,01/09/2021 , 15:20:00,926,926
101,01/09/2021 , 15:25:00,870,870
102,01/09/2021 , 15:30:00,804,804
103,01/09/2021 , 15:35:00,774,774
104,01/09/2021 , 15:40:00,719,719
105,01/09/2021 , 15:45:00,702,702
