Site Name ,LICOR CAL
Site Number ,10
Logger ,Integrating Light Sensor
Logger Serial Number ,14734


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,0,0
2,01/09/2021 , 07:10:00,53,53
3,01/09/2021 , 07:15:00,145,145
4,01/09/2021 , 07:20:00,171,171
5,01/09/2021 , 07:25:00,178,178
6,01/09/2021 , 07:30:00,181,181
7,01/09/2021 , 07:35:00,200,200
8,01/09/2021 , 07:40:00,221,221
9,01/09/2021 , 07:45:00,239,239
10,01/09/2021 , 07:50:00,182,182
11,01/09/2021 , 07:55:00,33,33
12,01/09/2021 , 08:00:00,102,102
13,01/09/2021 , 08:05:00,135,135
14,01/09/2021 , 08:10:00,88,88
15,01/09/2021 , 08:15:00,494,494
16,01/09/2021 , 08:20:00,394,394
17,01/09/2021 , 08:25:00,383,383
18,01/09/2021 , 08:30:00,329,329
19,01/09/2021 , 08:35:00,526,526
20,01/09/2021 , 08:40:00,204,204
21,01/09/2021 , 08:45:00,152,152
22,01/09/2021 , 08:50:00,110,110
23,01/09/2021 , 08:55:00,141,141
24,01/09/2021 , 09:00:00,143,143
25,01/09/2021 , 09:05:00,141,141
26,01/09/2021 , 09:10:00,1464,1464
27,01/09/2021 , 09:15:00,2379,2379
28,01/09/2021 , 09:20:00,2288,2288
29,01/09/2021 , 09:25:00,2434,2434
30,01/09/2021 , 09:30:00,2486,2486
31,01/09/2021 , 09:35:00,2402,2402
32,01/09/2021 , 09:40:00,2432,2432
33,01/09/2021 , 09:45:00,2470,2470
34,01/09/2021 , 09:50:00,2539,2539
35,01/09/2021 , 09:55:00,2582,2582
36,01/09/2021 , 10:00:00,2622,2622
37,01/09/2021 , 10:05:00,2663,2663
38,01/09/2021 , 10:10:00,2687,2687
39,01/09/2021 , 10:15:00,2715,2715
40,01/09/2021 , 10:20:00,2731,2731
41,01/09/2021 , 10:25:00,2751,2751
42,01/09/2021 , 10:30:00,2765,2765
43,01/09/2021 , 10:35:00,2788,2788
44,01/09/2021 , 10:40:00,2792,2792
45,01/09/2021 , 10:45:00,2794,2794
46,01/09/2021 , 10:50:00,2767,2767
47,01/09/2021 , 10:55:00,2658,2658
48,01/09/2021 , 11:00:00,2615,2615
49,01/09/2021 , 11:05:00,2473,2473
50,01/09/2021 , 11:10:00,2175,2175
51,01/09/2021 , 11:15:00,2124,2124
52,01/09/2021 , 11:20:00,2038,2038
53,01/09/2021 , 11:25:00,2185,2185
54,01/09/2021 , 11:30:00,2187,2187
55,01/09/2021 , 11:35:00,2458,2458
56,01/09/2021 , 11:40:00,2506,2506
57,01/09/2021 , 11:45:00,2456,2456
58,01/09/2021 , 11:50:00,2459,2459
59,01/09/2021 , 11:55:00,2486,2486
60,01/09/2021 , 12:00:00,2496,2496
61,01/09/2021 , 12:05:00,2492,2492
62,01/09/2021 , 12:10:00,2469,2469
63,01/09/2021 , 12:15:00,2498,2498
64,01/09/2021 , 12:20:00,2470,2470
65,01/09/2021 , 12:25:00,2466,2466
66,01/09/2021 , 12:30:00,2450,2450
67,01/09/2021 , 12:35:00,2396,2396
68,01/09/2021 , 12:40:00,2350,2350
69,01/09/2021 , 12:45:00,2325,2325
70,01/09/2021 , 12:50:00,2306,2306
71,01/09/2021 , 12:55:00,2253,2253
72,01/09/2021 , 13:00:00,2210,2210
73,01/09/2021 , 13:05:00,2197,2197
74,01/09/2021 , 13:10:00,2171,2171
75,01/09/2021 , 13:15:00,2114,2114
76,01/09/2021 , 13:20:00,2066,2066
77,01/09/2021 , 13:25:00,2062,2062
78,01/09/2021 , 13:30:00,2014,2014
79,01/09/2021 , 13:35:00,1939,1939
80,01/09/2021 , 13:40:00,1938,1938
81,01/09/2021 , 13:45:00,1698,1698
82,01/09/2021 , 13:50:00,1758,1758
83,01/09/2021 , 13:55:00,1658,1658
84,01/09/2021 , 14:00:00,1526,1526
85,01/09/2021 , 14:05:00,1732,1732
86,01/09/2021 , 14:10:00,1686,1686
87,01/09/2021 , 14:15:00,1586,1586
88,01/09/2021 , 14:20:00,1588,1588
89,01/09/2021 , 14:25:00,1583,1583
90,01/09/2021 , 14:30:00,1549,1549
91,01/09/2021 , 14:35:00,1538,1538
92,01/09/2021 , 14:40:00,1521,1521
93,01/09/2021 , 14:45:00,1499,1499
94,01/09/2021 , 14:50:00,1452,1452
95,01/09/2021 , 14:55:00,1420,1420
96,01/09/2021 , 15:00:00,1420,1420
97,01/09/2021 , 15:05:00,1340,1340
98,01/09/2021 , 15:10:00,1314,1314
99,01/09/2021 , 15:15:00,1266,1266
100,01/09/2021 , 15:20:00,1235,1235
101,01/09/2021 , 15:25:00,1166,1166
102,01/09/2021 , 15:30:00,1080,1080
103,01/09/2021 , 15:35:00,1048,1048
104,01/09/2021 , 15:40:00,977,977
105,01/09/2021 , 15:45:00,958,958
