Site Name ,LICOR CAL
Site Number ,15
Logger ,Integrating Light Sensor
Logger Serial Number ,6438


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/09/2021 , 07:05:00,1,1
2,01/09/2021 , 07:10:00,54,54
3,01/09/2021 , 07:15:00,227,227
4,01/09/2021 , 07:20:00,279,279
5,01/09/2021 , 07:25:00,289,289
6,01/09/2021 , 07:30:00,291,291
7,01/09/2021 , 07:35:00,316,316
8,01/09/2021 , 07:40:00,360,360
9,01/09/2021 , 07:45:00,382,382
10,01/09/2021 , 07:50:00,257,257
11,01/09/2021 , 07:55:00,131,131
12,01/09/2021 , 08:00:00,730,730
13,01/09/2021 , 08:05:00,186,186
14,01/09/2021 , 08:10:00,108,108
15,01/09/2021 , 08:15:00,1641,1641
16,01/09/2021 , 08:20:00,1972,1972
17,01/09/2021 , 08:25:00,1860,1860
18,01/09/2021 , 08:30:00,1971,1971
19,01/09/2021 , 08:35:00,669,669
20,01/09/2021 , 08:40:00,80,80
21,01/09/2021 , 08:45:00,191,191
22,01/09/2021 , 08:50:00,176,176
23,01/09/2021 , 08:55:00,203,203
24,01/09/2021 , 09:00:00,196,196
25,01/09/2021 , 09:05:00,187,187
26,01/09/2021 , 09:10:00,1184,1184
27,01/09/2021 , 09:15:00,2040,2040
28,01/09/2021 , 09:20:00,2020,2020
29,01/09/2021 , 09:25:00,2257,2257
30,01/09/2021 , 09:30:00,2207,2207
31,01/09/2021 , 09:35:00,2083,2083
32,01/09/2021 , 09:40:00,2109,2109
33,01/09/2021 , 09:45:00,2129,2129
34,01/09/2021 , 09:50:00,2143,2143
35,01/09/2021 , 09:55:00,2167,2167
36,01/09/2021 , 10:00:00,2183,2183
37,01/09/2021 , 10:05:00,2114,2114
38,01/09/2021 , 10:10:00,2348,2348
39,01/09/2021 , 10:15:00,2378,2378
40,01/09/2021 , 10:20:00,2377,2377
41,01/09/2021 , 10:25:00,2383,2383
42,01/09/2021 , 10:30:00,2386,2386
43,01/09/2021 , 10:35:00,2386,2386
44,01/09/2021 , 10:40:00,2383,2383
45,01/09/2021 , 10:45:00,2379,2379
46,01/09/2021 , 10:50:00,2354,2354
47,01/09/2021 , 10:55:00,2383,2383
48,01/09/2021 , 11:00:00,2389,2389
49,01/09/2021 , 11:05:00,2384,2384
50,01/09/2021 , 11:10:00,2352,2352
51,01/09/2021 , 11:15:00,2318,2318
52,01/09/2021 , 11:20:00,2297,2297
53,01/09/2021 , 11:25:00,2272,2272
54,01/09/2021 , 11:30:00,2253,2253
55,01/09/2021 , 11:35:00,2230,2230
56,01/09/2021 , 11:40:00,2216,2216
57,01/09/2021 , 11:45:00,2184,2184
58,01/09/2021 , 11:50:00,2157,2157
59,01/09/2021 , 11:55:00,2125,2125
60,01/09/2021 , 12:00:00,2104,2104
61,01/09/2021 , 12:05:00,2089,2089
62,01/09/2021 , 12:10:00,2074,2074
63,01/09/2021 , 12:15:00,2085,2085
64,01/09/2021 , 12:20:00,2055,2055
65,01/09/2021 , 12:25:00,2049,2049
66,01/09/2021 , 12:30:00,2033,2033
67,01/09/2021 , 12:35:00,1971,1971
68,01/09/2021 , 12:40:00,1941,1941
69,01/09/2021 , 12:45:00,1917,1917
70,01/09/2021 , 12:50:00,1903,1903
71,01/09/2021 , 12:55:00,1857,1857
72,01/09/2021 , 13:00:00,1824,1824
73,01/09/2021 , 13:05:00,1806,1806
74,01/09/2021 , 13:10:00,1778,1778
75,01/09/2021 , 13:15:00,1729,1729
76,01/09/2021 , 13:20:00,1693,1693
77,01/09/2021 , 13:25:00,1684,1684
78,01/09/2021 , 13:30:00,1642,1642
79,01/09/2021 , 13:35:00,1584,1584
80,01/09/2021 , 13:40:00,1578,1578
81,01/09/2021 , 13:45:00,1375,1375
82,01/09/2021 , 13:50:00,1428,1428
83,01/09/2021 , 13:55:00,1268,1268
84,01/09/2021 , 14:00:00,1169,1169
85,01/09/2021 , 14:05:00,1405,1405
86,01/09/2021 , 14:10:00,1365,1365
87,01/09/2021 , 14:15:00,1298,1298
88,01/09/2021 , 14:20:00,1298,1298
89,01/09/2021 , 14:25:00,1281,1281
90,01/09/2021 , 14:30:00,1252,1252
91,01/09/2021 , 14:35:00,1244,1244
92,01/09/2021 , 14:40:00,1237,1237
93,01/09/2021 , 14:45:00,1207,1207
94,01/09/2021 , 14:50:00,1174,1174
95,01/09/2021 , 14:55:00,1156,1156
96,01/09/2021 , 15:00:00,1151,1151
97,01/09/2021 , 15:05:00,1087,1087
98,01/09/2021 , 15:10:00,1071,1071
99,01/09/2021 , 15:15:00,1023,1023
100,01/09/2021 , 15:20:00,1003,1003
101,01/09/2021 , 15:25:00,949,949
102,01/09/2021 , 15:30:00,875,875
103,01/09/2021 , 15:35:00,853,853
104,01/09/2021 , 15:40:00,789,789
