MiniDOT Logger Concatenated Data File
Sensor:             7450-914536
Concatenation Date: 2021Jun23 15:46:56 PDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

"            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q"
"                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)"
"                1622039460,           2021-05-26 14:31:00,           2021-05-26 07:31:00,      3.530000,     20.195000,          9.163000,                   101.170869,      0.964000"
"                1622040360,           2021-05-26 14:46:00,           2021-05-26 07:46:00,      3.530000,     20.395000,          9.129000,                   101.194935,      0.964000"
"                1622041260,           2021-05-26 15:01:00,           2021-05-26 08:01:00,      3.520000,     20.496000,          9.107000,                   101.152430,      0.964000"
"                1622042160,           2021-05-26 15:16:00,           2021-05-26 08:16:00,      3.520000,     20.571000,          9.097000,                   101.190774,      0.964000"
"                1622043060,           2021-05-26 15:31:00,           2021-05-26 08:31:00,      3.520000,     20.613000,          9.095000,                   101.252201,      0.964000"
"                1622043960,           2021-05-26 15:46:00,           2021-05-26 08:46:00,      3.520000,     20.638000,          9.083000,                   101.168354,      0.964000"
"                1622044860,           2021-05-26 16:01:00,           2021-05-26 09:01:00,      3.520000,     20.588000,          9.087000,                   101.113375,      0.963000"
"                1622045760,           2021-05-26 16:16:00,           2021-05-26 09:16:00,      3.520000,     20.554000,          9.099000,                   101.179142,      0.964000"
"                1622046660,           2021-05-26 16:31:00,           2021-05-26 09:31:00,      3.530000,     20.504000,          9.103000,                   101.123947,      0.963000"
"                1622047560,           2021-05-26 16:46:00,           2021-05-26 09:46:00,      3.530000,     20.421000,          9.122000,                   101.169254,      0.963000"
"                1622048460,           2021-05-26 17:01:00,           2021-05-26 10:01:00,      3.530000,     20.479000,          9.115000,                   101.207358,      0.964000"
"                1622049360,           2021-05-26 17:16:00,           2021-05-26 10:16:00,      3.530000,     20.479000,          9.121000,                   101.273978,      0.964000"
"                1622050260,           2021-05-26 17:31:00,           2021-05-26 10:31:00,      3.530000,     20.462000,          9.123000,                   101.262229,      0.963000"
"                1622051160,           2021-05-26 17:46:00,           2021-05-26 10:46:00,      3.520000,     20.529000,          9.120000,                   101.362726,      0.964000"
"                1622052060,           2021-05-26 18:01:00,           2021-05-26 11:01:00,      3.520000,     20.638000,          9.092000,                   101.268598,      0.963000"
"                1622052960,           2021-05-26 18:16:00,           2021-05-26 11:16:00,      3.520000,     20.605000,          9.087000,                   101.147214,      0.962000"
"                1622053860,           2021-05-26 18:31:00,           2021-05-26 11:31:00,      3.530000,     20.571000,          9.108000,                   101.313133,      0.963000"
"                1622054760,           2021-05-26 18:46:00,           2021-05-26 11:46:00,      3.520000,     20.571000,          9.109000,                   101.324256,      0.964000"
"                1622055660,           2021-05-26 19:01:00,           2021-05-26 12:01:00,      3.520000,     20.688000,          9.097000,                   101.423950,      0.964000"
"                1622056560,           2021-05-26 19:16:00,           2021-05-26 12:16:00,      3.520000,     20.739000,          9.082000,                   101.358220,      0.964000"
"                1622057460,           2021-05-26 19:31:00,           2021-05-26 12:31:00,      3.520000,     20.730000,          9.080000,                   101.317988,      0.963000"
"                1622058360,           2021-05-26 19:46:00,           2021-05-26 12:46:00,      3.520000,     20.722000,          9.085000,                   101.357852,      0.964000"
"                1622059260,           2021-05-26 20:01:00,           2021-05-26 13:01:00,      3.520000,     20.705000,          9.076000,                   101.223629,      0.963000"
"                1622060160,           2021-05-26 20:16:00,           2021-05-26 13:16:00,      3.520000,     20.705000,          9.078000,                   101.245935,      0.964000"
"                1622061060,           2021-05-26 20:31:00,           2021-05-26 13:31:00,      3.520000,     20.688000,          9.082000,                   101.256713,      0.964000"
"                1622061960,           2021-05-26 20:46:00,           2021-05-26 13:46:00,      3.520000,     20.655000,          9.080000,                   101.168759,      0.964000"
"                1622062860,           2021-05-26 21:01:00,           2021-05-26 14:01:00,      3.520000,     20.705000,          9.068000,                   101.134406,      0.963000"
"                1622063760,           2021-05-26 21:16:00,           2021-05-26 14:16:00,      3.520000,     20.588000,          9.083000,                   101.068866,      0.963000"
"                1622064660,           2021-05-26 21:31:00,           2021-05-26 14:31:00,      3.520000,     20.939000,          9.028000,                   101.151456,      0.963000"
"                1622065560,           2021-05-26 21:46:00,           2021-05-26 14:46:00,      3.530000,     21.165000,          8.980000,                   101.059009,      0.963000"
"                1622066460,           2021-05-26 22:01:00,           2021-05-26 15:01:00,      3.530000,     21.299000,          8.964000,                   101.142725,      0.963000"
"                1622067360,           2021-05-26 22:16:00,           2021-05-26 15:16:00,      3.530000,     21.441000,          8.947000,                   101.230056,      0.963000"
"                1622068260,           2021-05-26 22:31:00,           2021-05-26 15:31:00,      3.520000,     21.767000,          8.899000,                   101.324969,      0.963000"
"                1622069160,           2021-05-26 22:46:00,           2021-05-26 15:46:00,      3.520000,     22.194000,          8.839000,                   101.473072,      0.964000"
"                1622070060,           2021-05-26 23:01:00,           2021-05-26 16:01:00,      3.530000,     22.211000,          8.831000,                   101.414325,      0.963000"
"                1622070960,           2021-05-26 23:16:00,           2021-05-26 16:16:00,      3.520000,     22.094000,          8.851000,                   101.415767,      0.963000"
"                1622071860,           2021-05-26 23:31:00,           2021-05-26 16:31:00,      3.520000,     21.868000,          8.877000,                   101.271816,      0.963000"
"                1622072760,           2021-05-26 23:46:00,           2021-05-26 16:46:00,      3.520000,     21.859000,          8.882000,                   101.311260,      0.964000"
"                1622073660,           2021-05-27 00:01:00,           2021-05-26 17:01:00,      3.520000,     21.826000,          8.884000,                   101.269538,      0.963000"
"                1622074560,           2021-05-27 00:16:00,           2021-05-26 17:16:00,      3.520000,     21.818000,          8.876000,                   101.162715,      0.963000"
"                1622075460,           2021-05-27 00:31:00,           2021-05-26 17:31:00,      3.520000,     21.734000,          8.883000,                   101.078287,      0.963000"
"                1622076360,           2021-05-27 00:46:00,           2021-05-26 17:46:00,      3.520000,     21.742000,          8.869000,                   100.934595,      0.963000"
"                1622077260,           2021-05-27 01:01:00,           2021-05-26 18:01:00,      3.520000,     21.868000,          8.863000,                   101.112100,      0.964000"
"                1622078160,           2021-05-27 01:16:00,           2021-05-26 18:16:00,      3.520000,     22.127000,          8.821000,                   101.136169,      0.964000"
"                1622079060,           2021-05-27 01:31:00,           2021-05-26 18:31:00,      3.530000,     22.227000,          8.798000,                   101.066390,      0.964000"
"                1622079960,           2021-05-27 01:46:00,           2021-05-26 18:46:00,      3.530000,     22.261000,          8.786000,                   100.994402,      0.963000"
"                1622080860,           2021-05-27 02:01:00,           2021-05-26 19:01:00,      3.530000,     22.286000,          8.773000,                   100.893330,      0.963000"
"                1622081760,           2021-05-27 02:16:00,           2021-05-26 19:16:00,      3.530000,     22.269000,          8.773000,                   100.860444,      0.963000"
"                1622082660,           2021-05-27 02:31:00,           2021-05-26 19:31:00,      3.530000,     22.253000,          8.795000,                   101.082343,      0.964000"
"                1622083560,           2021-05-27 02:46:00,           2021-05-26 19:46:00,      3.530000,     22.244000,          8.783000,                   100.926997,      0.964000"
"                1622084460,           2021-05-27 03:01:00,           2021-05-26 20:01:00,      3.530000,     22.303000,          8.778000,                   100.983740,      0.964000"
"                1622085360,           2021-05-27 03:16:00,           2021-05-26 20:16:00,      3.530000,     22.294000,          8.776000,                   100.943314,      0.964000"
"                1622086260,           2021-05-27 03:31:00,           2021-05-26 20:31:00,      3.530000,     22.261000,          8.772000,                   100.833473,      0.963000"
"                1622087160,           2021-05-27 03:46:00,           2021-05-26 20:46:00,      3.530000,     22.211000,          8.781000,                   100.840130,      0.963000"
"                1622088060,           2021-05-27 04:01:00,           2021-05-26 21:01:00,      3.530000,     22.152000,          8.796000,                   100.897997,      0.964000"
"                1622088960,           2021-05-27 04:16:00,           2021-05-26 21:16:00,      3.520000,     22.094000,          8.800000,                   100.831403,      0.963000"
