"Plot Title: TS"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 21076248, SEN S/N: 21076248)","High Range, μS/cm (LGR S/N: 21076248, SEN S/N: 21076248)","Temp, °F (LGR S/N: 21076248, SEN S/N: 21076248)","Specific Conductance, μS/cm (LGR S/N: 21076248)","Salinity, ppt (LGR S/N: 21076248)"
355,05/29/21 06:30:00 AM,26680.1,33718.6,53.98,44558.9,28.7796
356,05/29/21 06:45:00 AM,26680.1,33706.2,53.98,44542.6,28.7679
357,05/29/21 07:00:00 AM,26648.5,33693.7,54.03,44494.3,28.7331
358,05/29/21 07:15:00 AM,26619.5,33688.7,54.03,44487.8,28.7284
359,05/29/21 07:30:00 AM,26711.7,33721.1,54.07,44509.0,28.7437
360,05/29/21 07:45:00 AM,26682.7,33756.0,54.12,44522.9,28.7537
361,05/29/21 08:00:00 AM,26775.2,33783.5,54.21,44505.8,28.7413
362,05/29/21 08:15:00 AM,26717.0,33773.5,54.32,44429.1,28.6861
363,05/29/21 08:30:00 AM,26780.5,33901.3,54.66,44395.0,28.6616
364,05/29/21 08:45:00 AM,26937.3,34004.4,55.08,44286.9,28.5838
365,05/29/21 09:00:00 AM,27065.7,34196.8,55.74,44148.7,28.4843
366,05/29/21 09:15:00 AM,27068.4,34416.3,56.50,43994.7,28.3735
367,05/29/21 09:30:00 AM,27168.0,34642.9,57.29,43830.8,28.2558
368,05/29/21 09:45:00 AM,27393.0,34824.7,57.81,43764.4,28.2081
369,05/29/21 10:00:00 AM,27494.1,35076.2,58.51,43684.2,28.1505
370,05/29/21 10:15:00 AM,27789.1,35349.0,59.36,43550.8,28.0547
371,05/29/21 10:30:00 AM,27925.5,35751.7,60.71,43301.2,27.8756
372,05/29/21 10:45:00 AM,28164.3,36208.1,62.06,43119.6,27.7454
373,05/29/21 11:00:00 AM,28405.7,36519.1,63.10,42931.6,27.6107
374,05/29/21 11:15:00 AM,28615.2,36944.8,64.18,42860.1,27.5595
375,05/29/21 11:30:00 AM,28794.7,37392.5,65.30,42794.7,27.5126
376,05/29/21 11:45:00 AM,29533.7,38223.6,67.12,42800.6,27.5169
377,05/29/21 12:00:00 PM,0.0,0.0,67.60,0.0,0.0123
378,05/29/21 12:15:00 PM,0.0,0.0,67.57,0.0,0.0123
379,05/29/21 12:30:00 PM,0.0,0.0,68.85,0.0,0.0123
380,05/29/21 12:45:00 PM,0.0,0.0,64.89,0.0,0.0123
381,05/29/21 01:00:00 PM,0.0,0.0,64.63,0.0,0.0123
382,05/29/21 01:15:00 PM,0.0,0.0,64.22,0.0,0.0123
383,05/29/21 01:30:00 PM,0.0,0.0,64.04,0.0,0.0123
384,05/29/21 01:45:00 PM,0.0,0.0,64.20,0.0,0.0123
385,05/29/21 02:00:00 PM,0.0,0.0,64.29,0.0,0.0123
386,05/29/21 02:15:00 PM,0.0,0.0,64.98,0.0,0.0123
387,05/29/21 02:30:00 PM,0.0,0.0,65.01,0.0,0.0123
388,05/29/21 02:45:00 PM,0.0,0.0,65.43,0.0,0.0123
389,05/29/21 03:00:00 PM,0.0,0.0,65.66,0.0,0.0123
390,05/29/21 03:15:00 PM,0.0,0.0,65.55,0.0,0.0123
391,05/29/21 03:30:00 PM,0.0,0.0,65.64,0.0,0.0123
392,05/29/21 03:45:00 PM,0.0,0.0,65.77,0.0,0.0123
393,05/29/21 04:00:00 PM,0.0,0.0,65.93,0.0,0.0123
394,05/29/21 04:15:00 PM,0.0,0.0,65.68,0.0,0.0123
395,05/29/21 04:30:00 PM,0.0,0.0,65.52,0.0,0.0123
396,05/29/21 04:45:00 PM,31887.3,41202.3,70.74,44214.5,28.5316
397,05/29/21 05:00:00 PM,31059.7,39529.5,71.20,42194.0,27.0831
398,05/29/21 05:15:00 PM,28133.2,35126.3,66.83,39476.6,25.1517
399,05/29/21 05:30:00 PM,25774.7,32185.9,63.10,37855.5,24.0089
400,05/29/21 05:45:00 PM,24747.8,30919.7,62.51,36639.8,23.1564
401,05/29/21 06:00:00 PM,23880.0,29884.8,62.31,35505.1,22.3644
402,05/29/21 06:15:00 PM,23519.4,29388.0,62.82,34699.3,21.8041
403,05/29/21 06:30:00 PM,23245.3,29033.1,62.91,34243.6,21.4879
404,05/29/21 06:45:00 PM,23406.6,29375.3,64.02,34172.6,21.4387
405,05/29/21 07:00:00 PM,23737.7,29764.6,64.67,34350.6,21.5622
406,05/29/21 07:15:00 PM,23587.4,29529.9,63.68,34496.4,21.6633
407,05/29/21 07:30:00 PM,23406.6,29312.0,62.56,34718.2,21.8172
408,05/29/21 07:45:00 PM,23635.1,29672.6,61.32,35692.4,22.4949
409,05/29/21 08:00:00 PM,24095.3,30430.2,60.71,36882.4,23.3262
410,05/29/21 08:15:00 PM,25038.1,31566.9,60.10,38550.4,24.4979
411,05/29/21 08:30:00 PM,26141.4,32858.6,59.86,40239.3,25.6919
412,05/29/21 08:45:00 PM,27087.2,33873.6,59.72,41551.9,26.6250
413,05/29/21 09:00:00 PM,28079.7,34929.2,59.61,42899.0,27.5873
414,05/29/21 09:15:00 PM,28667.2,35549.5,59.45,43746.6,28.1953
415,05/29/21 09:30:00 PM,28990.3,36040.4,59.34,44408.4,28.6712
416,05/29/21 09:45:00 PM,29422.7,36533.1,59.36,45002.1,29.0992
417,05/29/21 10:00:00 PM,29584.8,36794.5,59.38,45312.1,29.3230
418,05/29/21 10:15:00 PM,29729.9,36887.9,59.29,45478.4,29.4431
419,05/29/21 10:30:00 PM,29699.6,36996.0,59.32,45590.2,29.5240
420,05/29/21 10:45:00 PM,29860.6,36998.8,59.27,45624.8,29.5490
421,05/29/21 11:00:00 PM,29943.1,37035.9,59.25,45680.8,29.5895
422,05/29/21 11:15:00 PM,29830.2,37058.8,59.32,45667.2,29.5796
423,05/29/21 11:30:00 PM,29897.3,37075.9,59.32,45688.1,29.5948
424,05/29/21 11:45:00 PM,29878.9,37044.5,59.29,45670.5,29.5820
425,05/30/21 12:00:00 AM,29863.7,37047.3,59.29,45673.9,29.5845
426,05/30/21 12:15:00 AM,29848.4,37058.8,59.29,45688.0,29.5947
427,05/30/21 12:30:00 AM,29930.9,37070.2,59.34,45670.7,29.5822
428,05/30/21 12:45:00 AM,29818.0,37081.6,59.38,45663.9,29.5773
429,05/30/21 01:00:00 AM,29802.8,37084.5,59.38,45667.4,29.5798
430,05/30/21 01:15:00 AM,29964.6,37095.9,59.38,45681.4,29.5899
431,05/30/21 01:30:00 AM,29949.2,37104.5,59.41,45671.1,29.5825
432,05/30/21 01:45:00 AM,29949.2,37081.6,59.38,45663.9,29.5773
433,05/30/21 02:00:00 AM,29933.9,37133.2,59.41,45706.3,29.6079
434,05/30/21 02:15:00 AM,29903.4,37121.7,59.43,45681.8,29.5902
435,05/30/21 02:30:00 AM,29986.0,37138.9,59.45,45692.4,29.5979
436,05/30/21 02:45:00 AM,29888.1,37138.9,59.49,45671.6,29.5828
437,05/30/21 03:00:00 AM,30050.5,37141.8,59.49,45675.2,29.5854
438,05/30/21 03:15:00 AM,30019.8,37144.6,59.49,45678.6,29.5879
439,05/30/21 03:30:00 AM,30019.8,37153.3,59.50,45678.8,29.5881
440,05/30/21 03:45:00 AM,29924.8,37136.0,59.49,45668.1,29.5803
441,05/30/21 04:00:00 AM,30004.4,37130.3,59.49,45661.1,29.5752
442,05/30/21 04:15:00 AM,29989.1,37113.1,59.45,45660.8,29.5751
443,05/30/21 04:30:00 AM,29894.2,37104.5,59.49,45629.5,29.5524
444,05/30/21 04:45:00 AM,29973.7,37098.8,59.49,45622.6,29.5474
445,05/30/21 05:00:00 AM,29958.4,37127.4,59.49,45657.5,29.5727
446,05/30/21 05:15:00 AM,29943.1,37110.3,59.49,45636.6,29.5575
447,05/30/21 05:30:00 AM,29943.1,37130.3,59.45,45681.9,29.5903
448,05/30/21 05:45:00 AM,29930.9,37113.1,59.41,45681.6,29.5901
449,05/30/21 06:00:00 AM,29930.9,37050.2,59.32,45656.6,29.5720
450,05/30/21 06:15:00 AM,29833.2,36996.0,59.23,45642.2,29.5616
451,05/30/21 06:30:00 AM,29915.6,36996.0,59.23,45642.2,29.5616
452,05/30/21 06:45:00 AM,29915.6,37007.4,59.23,45656.2,29.5717
453,05/30/21 07:00:00 AM,29805.8,36990.3,59.25,45624.8,29.5490
454,05/30/21 07:15:00 AM,29885.0,36998.8,59.25,45635.2,29.5565
455,05/30/21 07:30:00 AM,29869.8,37033.1,59.25,45677.3,29.5870
456,05/30/21 07:45:00 AM,29933.9,37033.1,59.27,45666.9,29.5794
457,05/30/21 08:00:00 AM,29949.2,37053.1,59.29,45681.0,29.5896
458,05/30/21 08:15:00 AM,29921.7,37041.6,59.34,45635.7,29.5569
459,05/30/21 08:30:00 AM,30001.4,37101.7,59.41,45667.7,29.5800
460,05/30/21 08:45:00 AM,30065.9,37136.0,59.52,45647.3,29.5652
461,05/30/21 09:00:00 AM,30050.5,37202.1,59.58,45696.9,29.6011
462,05/30/21 09:15:00 AM,30118.3,37245.2,59.68,45687.2,29.5941
463,05/30/21 09:30:00 AM,30198.6,37311.5,59.85,45674.6,29.5850
464,05/30/21 09:45:00 AM,30248.2,37537.8,60.31,45680.4,29.5892
465,05/30/21 10:00:00 AM,30494.6,37801.5,60.80,45720.4,29.6181
466,05/30/21 10:15:00 AM,30629.8,37922.6,61.12,45680.9,29.5896
467,05/30/21 10:30:00 AM,30781.7,38121.9,61.47,45724.7,29.6212
468,05/30/21 10:45:00 AM,31101.5,38434.4,62.01,45789.9,29.6684
469,05/30/21 11:00:00 AM,31344.2,38760.2,62.71,45777.9,29.6598
470,05/30/21 11:15:00 AM,31573.1,39056.3,63.34,45770.8,29.6546
471,05/30/21 11:30:00 AM,31800.9,39283.9,63.77,45794.0,29.6714
472,05/30/21 11:45:00 AM,31874.0,39374.9,63.88,45839.3,29.7042
473,05/30/21 12:00:00 PM,32108.1,39602.3,64.31,45861.3,29.7201
474,05/30/21 12:15:00 PM,32236.2,39828.7,64.72,45891.6,29.7420
475,05/30/21 12:30:00 PM,32381.9,40002.3,65.08,45890.8,29.7415
476,05/30/21 12:45:00 PM,32689.9,40422.1,65.66,46050.4,29.8570
477,05/30/21 01:00:00 PM,301.8,289.6,65.12,333.5,0.1608
478,05/30/21 01:15:00 PM,0.0,0.0,65.55,0.0,0.0123
479,05/30/21 01:30:00 PM,0.0,0.0,64.81,0.0,0.0123
480,05/30/21 01:45:00 PM,0.0,0.0,64.74,0.0,0.0123
481,05/30/21 02:00:00 PM,0.0,0.0,65.66,0.0,0.0123
482,05/30/21 02:15:00 PM,0.0,0.0,65.12,0.0,0.0123
483,05/30/21 02:30:00 PM,0.0,0.0,64.13,0.0,0.0123
484,05/30/21 02:45:00 PM,0.0,0.0,64.98,0.0,0.0123
485,05/30/21 03:00:00 PM,0.0,0.0,64.20,0.0,0.0123
486,05/30/21 03:15:00 PM,0.0,0.0,64.56,0.0,0.0123
487,05/30/21 03:30:00 PM,0.0,0.0,64.38,0.0,0.0123
488,05/30/21 03:45:00 PM,0.0,0.0,65.35,0.0,0.0123
489,05/30/21 04:00:00 PM,0.0,0.0,66.87,0.0,0.0123
490,05/30/21 04:15:00 PM,0.0,0.0,66.24,0.0,0.0123
491,05/30/21 04:30:00 PM,0.0,0.0,65.48,0.0,0.0123
492,05/30/21 04:45:00 PM,0.0,0.0,66.04,0.0,0.0123
493,05/30/21 05:00:00 PM,0.0,0.0,65.70,0.0,0.0123
494,05/30/21 05:15:00 PM,0.0,0.0,65.84,0.0,0.0123
495,05/30/21 05:30:00 PM,32689.9,42032.5,66.85,47204.5,30.6946
496,05/30/21 05:45:00 PM,32689.9,42067.5,66.54,47416.0,30.8485
497,05/30/21 06:00:00 PM,32689.9,40533.9,64.38,46895.3,30.4698
498,05/30/21 06:15:00 PM,32689.9,39809.5,63.01,46835.6,30.4265
499,05/30/21 06:30:00 PM,32689.9,39246.3,62.26,46607.5,30.2609
500,05/30/21 06:45:00 PM,32689.9,38935.6,62.06,46353.5,30.0766
501,05/30/21 07:00:00 PM,32689.9,38926.3,62.17,46280.6,30.0238
502,05/30/21 07:15:00 PM,32689.9,38883.1,62.17,46229.4,29.9867
503,05/30/21 07:30:00 PM,32689.9,39043.9,62.26,46368.2,30.0873
504,05/30/21 07:45:00 PM,32689.9,39384.3,62.58,46584.2,30.2440
505,05/30/21 08:00:00 PM,32689.9,39583.3,62.62,46797.9,30.3991
506,05/30/21 08:15:00 PM,32689.9,39564.3,62.28,46973.1,30.5264
507,05/30/21 08:30:00 PM,32689.9,39516.8,61.88,47147.3,30.6530
508,05/30/21 08:45:00 PM,32689.9,39466.3,61.30,47425.3,30.8552
509,05/30/21 09:00:00 PM,32689.9,39488.4,61.07,47590.2,30.9753
510,05/30/21 09:15:00 PM,32689.9,39463.1,60.91,47656.1,31.0233
511,05/30/21 09:30:00 PM,32689.9,39466.3,60.87,47681.4,31.0417
512,05/30/21 09:45:00 PM,32689.9,39482.0,60.80,47743.2,31.0867
513,05/30/21 10:00:00 PM,32689.9,39507.3,60.78,47784.4,31.1167
514,05/30/21 10:15:00 PM,32689.9,39459.9,60.76,47738.1,31.0830
515,05/30/21 10:30:00 PM,32689.9,39447.3,60.66,47787.4,31.1189
516,05/30/21 10:45:00 PM,32689.9,39463.1,60.66,47806.4,31.1328
517,05/30/21 11:00:00 PM,32689.9,39396.9,60.62,47748.1,31.0903
518,05/30/21 11:15:00 PM,32689.9,39365.5,60.53,47764.0,31.1019
519,05/30/21 11:30:00 PM,32689.9,39359.2,60.48,47788.7,31.1199
520,05/30/21 11:45:00 PM,32689.9,39359.2,60.46,47799.5,31.1278
521,05/31/21 12:00:00 AM,32689.9,39352.9,60.44,47802.7,31.1301
522,05/31/21 12:15:00 AM,32689.9,39368.6,60.46,47810.9,31.1360
523,05/31/21 12:30:00 AM,32689.9,39400.1,60.46,47849.0,31.1638
524,05/31/21 12:45:00 AM,32689.9,39415.8,60.46,47867.9,31.1776
525,05/31/21 01:00:00 AM,32689.9,39431.6,60.48,47876.2,31.1837
526,05/31/21 01:15:00 AM,32689.9,39437.9,60.48,47883.8,31.1892
527,05/31/21 01:30:00 AM,32689.9,39422.1,60.51,47843.2,31.1596
528,05/31/21 01:45:00 AM,32689.9,39482.0,60.53,47904.7,31.2044
529,05/31/21 02:00:00 AM,32689.9,39485.2,60.60,47865.4,31.1758
530,05/31/21 02:15:00 AM,32689.9,39592.8,60.71,47930.4,31.2232
531,05/31/21 02:30:00 AM,32689.9,39589.7,60.69,47937.5,31.2283
532,05/31/21 02:45:00 AM,32689.9,39748.8,60.96,47967.2,31.2500
533,05/31/21 03:00:00 AM,32689.9,39873.6,61.20,47976.9,31.2571
534,05/31/21 03:15:00 AM,32689.9,39912.2,61.25,47990.9,31.2673
535,05/31/21 03:30:00 AM,32689.9,39876.8,61.32,47905.6,31.2051
536,05/31/21 03:45:00 AM,32689.9,40018.5,61.38,48042.8,31.3051
537,05/31/21 04:00:00 AM,32689.9,39634.1,61.38,47583.4,30.9703
538,05/31/21 04:15:00 AM,32689.9,39672.3,61.39,47618.4,30.9958
539,05/31/21 04:30:00 AM,32689.9,40028.1,61.39,48043.5,31.3056
540,05/31/21 04:45:00 AM,32689.9,40024.9,61.38,48050.4,31.3107
541,05/31/21 05:00:00 AM,32689.9,39999.1,61.34,48041.1,31.3039
542,05/31/21 05:15:00 AM,32689.9,40041.1,61.34,48091.3,31.3405
543,05/31/21 05:30:00 AM,32689.9,40024.9,61.34,48071.9,31.3264
544,05/31/21 05:45:00 AM,32689.9,40034.6,61.34,48083.5,31.3348
545,05/31/21 06:00:00 AM,32689.9,40050.8,61.38,48081.4,31.3332
546,05/31/21 06:15:00 AM,32689.9,40047.5,61.38,48077.4,31.3304
547,05/31/21 06:30:00 AM,32689.9,40063.7,61.39,48086.0,31.3366
548,05/31/21 06:45:00 AM,32689.9,40096.1,61.39,48124.7,31.3649
549,05/31/21 07:00:00 AM,32689.9,40079.9,61.39,48105.4,31.3508
550,05/31/21 07:15:00 AM,32689.9,40079.9,61.34,48137.7,31.3743
551,05/31/21 07:30:00 AM,32689.9,40096.1,61.39,48124.7,31.3649
552,05/31/21 07:45:00 AM,32689.9,40125.2,61.39,48159.5,31.3903
553,05/31/21 08:00:00 AM,32689.9,40118.7,61.45,48119.4,31.3610
554,05/31/21 08:15:00 AM,32689.9,40167.4,61.50,48145.3,31.3799
555,05/31/21 08:30:00 AM,32689.9,40219.4,61.56,48175.0,31.4016
556,05/31/21 08:45:00 AM,32689.9,40278.1,61.65,48191.1,31.4133
557,05/31/21 09:00:00 AM,32689.9,40304.2,61.68,48200.7,31.4203
558,05/31/21 09:15:00 AM,32689.9,40350.0,61.74,48222.9,31.4366
559,05/31/21 09:30:00 AM,32689.9,40343.4,61.79,48182.8,31.4073
560,05/31/21 09:45:00 AM,32689.9,40392.6,61.83,48219.8,31.4343
561,05/31/21 10:00:00 AM,32689.9,40441.8,61.97,48192.3,31.4142
562,05/31/21 10:15:00 AM,32689.9,40573.5,62.10,48273.3,31.4733
563,05/31/21 10:30:00 AM,32689.9,40659.5,62.31,48246.4,31.4537
564,05/31/21 10:45:00 AM,32689.9,40832.4,62.53,48321.9,31.5088
565,05/31/21 11:00:00 AM,32689.9,41006.6,62.92,48291.6,31.4866
566,05/31/21 11:15:00 AM,32689.9,41141.4,63.19,48289.6,31.4852
567,05/31/21 11:30:00 AM,32689.9,41263.4,63.46,48272.6,31.4728
568,05/31/21 11:45:00 AM,32689.9,41430.3,63.73,48307.6,31.4984
569,05/31/21 12:00:00 PM,32689.9,41529.7,64.04,48243.0,31.4512
570,05/31/21 12:15:00 PM,32689.9,41798.9,64.49,48290.2,31.4856
571,05/31/21 12:30:00 PM,32689.9,42113.2,65.16,48262.2,31.4652
572,05/31/21 12:45:00 PM,32689.9,42371.0,65.66,48263.3,31.4660
573,05/31/21 01:00:00 PM,32689.9,42898.4,66.63,48298.0,31.4913
574,05/31/21 01:15:00 PM,32689.9,43377.9,67.48,48348.8,31.5284
575,05/31/21 01:30:00 PM,32689.9,43874.1,68.58,48272.7,31.4729
576,05/31/21 01:45:00 PM,32689.9,44743.7,70.12,48348.2,31.5280
577,05/31/21 02:00:00 PM,1124.5,1056.3,69.96,1146.3,0.5684
578,05/31/21 02:15:00 PM,0.0,0.0,69.26,0.0,0.0123
579,05/31/21 02:30:00 PM,0.0,0.0,69.10,0.0,0.0123
580,05/31/21 02:45:00 PM,0.0,0.0,70.16,0.0,0.0123
581,05/31/21 03:00:00 PM,0.0,0.0,71.83,0.0,0.0123
582,05/31/21 03:15:00 PM,0.0,0.0,72.07,0.0,0.0123
583,05/31/21 03:30:00 PM,0.0,0.0,71.31,0.0,0.0123
584,05/31/21 03:45:00 PM,0.0,0.0,71.04,0.0,0.0123
585,05/31/21 04:00:00 PM,0.0,0.0,72.95,0.0,0.0123
586,05/31/21 04:15:00 PM,0.0,0.0,71.92,0.0,0.0123
587,05/31/21 04:30:00 PM,0.0,0.0,71.89,0.0,0.0123
588,05/31/21 04:45:00 PM,0.0,0.0,71.40,0.0,0.0123
589,05/31/21 05:00:00 PM,0.0,115.4,72.36,121.7,0.0615
590,05/31/21 05:15:00 PM,0.0,0.0,72.21,0.0,0.0123
591,05/31/21 05:30:00 PM,0.0,115.4,71.33,123.2,0.0621
592,05/31/21 05:45:00 PM,32689.9,48930.8,76.19,49368.1,32.2740
593,05/31/21 06:00:00 PM,32689.9,48102.3,74.82,49273.7,32.2048
594,05/31/21 06:15:00 PM,32689.9,46935.8,72.84,49160.5,32.1219
595,05/31/21 06:30:00 PM,32689.9,45918.8,71.24,48982.2,31.9914
596,05/31/21 06:45:00 PM,32689.9,44165.8,68.23,48788.2,31.8495
597,05/31/21 07:00:00 PM,32689.9,43091.3,66.54,48566.5,31.6875
598,05/31/21 07:15:00 PM,32689.9,42477.8,66.15,48103.9,31.3497
599,05/31/21 07:30:00 PM,32689.9,42916.5,65.39,49041.4,32.0347
600,05/31/21 07:45:00 PM,32689.9,43219.5,66.04,49004.4,32.0076
601,05/31/21 08:00:00 PM,32689.9,42811.6,65.34,48953.7,31.9705
602,05/31/21 08:15:00 PM,32689.9,42898.4,65.50,48957.2,31.9731
603,05/31/21 08:30:00 PM,32689.9,43051.1,65.70,49014.3,32.0149
604,05/31/21 08:45:00 PM,32689.9,42971.0,65.39,49103.4,32.0802
605,05/31/21 09:00:00 PM,32689.9,42880.3,65.07,49191.6,32.1447
606,05/31/21 09:15:00 PM,32689.9,42743.0,64.78,49205.3,32.1547
607,05/31/21 09:30:00 PM,32689.9,42663.8,64.54,49253.6,32.1901
608,05/31/21 09:45:00 PM,32689.9,42509.9,64.24,49258.8,32.1939
609,05/31/21 10:00:00 PM,32689.9,42406.5,63.95,49311.7,32.2326
610,05/31/21 10:15:00 PM,32689.9,42360.4,63.73,49387.9,32.2885
611,05/31/21 10:30:00 PM,32689.9,42303.6,63.54,49441.2,32.3275
612,05/31/21 10:45:00 PM,32689.9,42225.9,63.37,49448.4,32.3328
613,05/31/21 11:00:00 PM,32689.9,42278.9,63.34,49532.0,32.3941
614,05/31/21 11:15:00 PM,32689.9,42275.3,63.30,49549.6,32.4070
615,05/31/21 11:30:00 PM,32689.9,42218.8,63.12,49592.7,32.4387
616,05/31/21 11:45:00 PM,32689.9,42208.2,63.03,49635.0,32.4697
617,06/01/21 12:00:00 AM,32689.9,42169.4,62.92,49655.3,32.4845
618,06/01/21 12:15:00 AM,32689.9,42190.6,62.94,49669.2,32.4947
619,06/01/21 12:30:00 AM,32689.9,42155.4,62.76,49737.6,32.5449
620,06/01/21 12:45:00 AM,32689.9,42025.5,62.58,49694.8,32.5135
621,06/01/21 01:00:00 AM,32689.9,41938.1,62.37,49723.9,32.5348
622,06/01/21 01:15:00 AM,32689.9,41913.7,62.33,49717.1,32.5299
623,06/01/21 01:30:00 AM,32689.9,42001.0,62.40,49776.1,32.5731
624,06/01/21 01:45:00 AM,32689.9,42085.1,62.58,49765.0,32.5650
625,06/01/21 02:00:00 AM,32689.9,42144.8,62.67,49780.2,32.5761
626,06/01/21 02:15:00 AM,32689.9,42218.8,62.83,49768.1,32.5673
627,06/01/21 02:30:00 AM,32689.9,42293.0,62.91,49811.2,32.5989
628,06/01/21 02:45:00 AM,32689.9,42300.1,62.94,49797.5,32.5889
629,06/01/21 03:00:00 AM,32689.9,42367.5,63.00,49843.6,32.6227
630,06/01/21 03:15:00 AM,32689.9,42395.9,63.05,49843.9,32.6229
631,06/01/21 03:30:00 AM,32689.9,42438.6,63.16,49827.9,32.6112
632,06/01/21 03:45:00 AM,32689.9,42534.9,63.27,49874.6,32.6455
633,06/01/21 04:00:00 AM,32689.9,42595.7,63.39,49868.8,32.6412
634,06/01/21 04:15:00 AM,32689.9,42685.4,63.59,49852.8,32.6294
635,06/01/21 04:30:00 AM,32689.9,42804.3,63.77,49881.6,32.6506
636,06/01/21 04:45:00 AM,32689.9,42902.0,63.95,49885.7,32.6536
637,06/01/21 05:00:00 AM,32689.9,42844.1,63.81,49905.9,32.6684
638,06/01/21 05:15:00 AM,32689.9,42862.2,63.86,49894.1,32.6598
639,06/01/21 05:30:00 AM,32689.9,42887.5,63.84,49934.4,32.6893
640,06/01/21 05:45:00 AM,32689.9,42862.2,63.79,49937.9,32.6919
641,06/01/21 06:00:00 AM,32689.9,42833.2,63.81,49893.3,32.6591
642,06/01/21 06:15:00 AM,32689.9,42916.5,63.84,49968.0,32.7140
643,06/01/21 06:30:00 AM,32689.9,42887.5,63.84,49934.4,32.6893
644,06/01/21 06:45:00 AM,32689.9,42873.0,63.86,49906.7,32.6690
645,06/01/21 07:00:00 AM,32689.9,42909.3,63.86,49948.7,32.6999
646,06/01/21 07:15:00 AM,32689.9,42894.8,63.86,49931.9,32.6875
647,06/01/21 07:30:00 AM,32689.9,42938.3,63.93,49938.6,32.6924
648,06/01/21 07:45:00 AM,32689.9,42945.6,63.93,49947.1,32.6987
649,06/01/21 08:00:00 AM,32689.9,42974.7,64.02,49926.2,32.6833
650,06/01/21 08:15:00 AM,32689.9,43047.5,64.06,49988.6,32.7291
651,06/01/21 08:30:00 AM,32689.9,43036.6,64.13,49932.3,32.6878
652,06/01/21 08:45:00 AM,32689.9,43087.7,64.13,49991.3,32.7312
653,06/01/21 09:00:00 AM,32689.9,43149.8,64.22,50008.5,32.7437
654,06/01/21 09:15:00 AM,32689.9,43149.8,64.22,50008.5,32.7437
655,06/01/21 09:30:00 AM,32689.9,43226.8,64.40,49988.2,32.7289
656,06/01/21 09:45:00 AM,32689.9,43289.4,64.53,49984.1,32.7258
657,06/01/21 10:00:00 AM,32689.9,43503.8,64.89,50012.8,32.7469
658,06/01/21 10:15:00 AM,32689.9,43567.0,64.99,50020.0,32.7522
659,06/01/21 10:30:00 AM,32689.9,43660.2,65.16,50028.9,32.7587
660,06/01/21 10:45:00 AM,32689.9,43810.1,65.43,50037.4,32.7650
661,06/01/21 11:00:00 AM,32689.9,43919.3,65.64,50031.9,32.7609
662,06/01/21 11:15:00 AM,32689.9,44021.4,65.80,50050.6,32.7747
663,06/01/21 11:30:00 AM,32689.9,44184.8,66.15,50030.8,32.7602
664,06/01/21 11:45:00 AM,32689.9,44441.5,66.58,50062.2,32.7832
665,06/01/21 12:00:00 PM,32689.9,44592.2,66.88,50049.2,32.7736
666,06/01/21 12:15:00 PM,32689.9,44755.3,67.21,50039.3,32.7663
667,06/01/21 12:30:00 PM,32689.9,44911.7,67.53,50021.7,32.7535
668,06/01/21 12:45:00 PM,32689.9,45100.6,67.91,50008.3,32.7436
669,06/01/21 01:00:00 PM,32689.9,45358.6,68.40,50007.4,32.7429
670,06/01/21 01:15:00 PM,32689.9,45635.2,68.90,50015.9,32.7492
671,06/01/21 01:30:00 PM,32689.9,45910.7,69.49,49970.3,32.7157
672,06/01/21 01:45:00 PM,32689.9,46230.2,70.20,49909.8,32.6713
673,06/01/21 02:00:00 PM,32689.9,46758.7,71.02,50000.4,32.7378
674,06/01/21 02:15:00 PM,32689.9,47383.6,72.01,50097.5,32.8091
675,06/01/21 02:30:00 PM,32689.9,47873.8,72.99,50060.3,32.7818
676,06/01/21 02:45:00 PM,32689.9,48390.7,73.87,50100.3,32.8112
677,06/01/21 03:00:00 PM,32689.9,48876.3,74.70,50136.4,32.8377
678,06/01/21 03:15:00 PM,32689.9,49476.8,75.65,50217.3,32.8972
679,06/01/21 03:30:00 PM,32689.9,49991.0,76.33,50357.7,33.0003
680,06/01/21 03:45:00 PM,32689.9,50142.2,76.66,50330.5,32.9803
681,06/01/21 04:00:00 PM,32689.9,50533.5,77.16,50444.1,33.0638
682,06/01/21 04:15:00 PM,32689.9,50993.4,77.88,50505.3,33.1089
683,06/01/21 04:30:00 PM,32689.9,51253.1,78.13,50623.9,33.1962
684,06/01/21 04:45:00 PM,32689.9,51218.7,78.08,50619.6,33.1930
685,06/01/21 05:00:00 PM,32689.9,51430.8,78.33,50690.6,33.2453
686,06/01/21 05:15:00 PM,32689.9,51420.9,78.33,50680.8,33.2381
687,06/01/21 05:30:00 PM,32689.9,51238.4,78.15,50599.5,33.1782
688,06/01/21 05:45:00 PM,32689.9,50920.3,77.70,50531.7,33.1283
689,06/01/21 06:00:00 PM,32689.9,50432.8,76.96,50452.7,33.0702
690,06/01/21 06:15:00 PM,32689.9,50042.9,76.28,50439.9,33.0608
691,06/01/21 06:30:00 PM,32689.9,49301.4,75.07,50359.9,33.0020
692,06/01/21 06:45:00 PM,32689.9,48853.7,74.32,50325.1,32.9764
693,06/01/21 07:00:00 PM,32689.9,48310.5,73.38,50291.3,32.9515
694,06/01/21 07:15:00 PM,32689.9,47699.3,72.41,50204.4,32.8876
