"Plot Title: BO_Depth"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 21071863, SEN S/N: 21071863)","Temp, °F (LGR S/N: 21071863, SEN S/N: 21071863)"
1806,06/13/21 09:15:00 AM,16.8724,60.368
1807,06/13/21 09:30:00 AM,16.7063,60.712
1808,06/13/21 09:45:00 AM,16.5259,61.054
1809,06/13/21 10:00:00 AM,16.3671,61.398
1810,06/13/21 10:15:00 AM,16.2054,61.569
1811,06/13/21 10:30:00 AM,16.0489,61.912
1812,06/13/21 10:45:00 AM,15.8882,62.425
1813,06/13/21 11:00:00 AM,15.7465,62.940
1814,06/13/21 11:15:00 AM,15.5882,63.455
1815,06/13/21 11:30:00 AM,15.4533,63.797
1816,06/13/21 11:45:00 AM,15.3212,64.310
1817,06/13/21 12:00:00 PM,15.2007,64.652
1818,06/13/21 12:15:00 PM,15.0987,64.825
1819,06/13/21 12:30:00 PM,15.0063,64.996
1820,06/13/21 12:45:00 PM,14.9167,65.338
1821,06/13/21 01:00:00 PM,14.8426,66.193
1822,06/13/21 01:15:00 PM,14.7863,66.537
1823,06/13/21 01:30:00 PM,14.7292,66.537
1824,06/13/21 01:45:00 PM,14.6736,66.193
1825,06/13/21 02:00:00 PM,14.6648,65.509
1826,06/13/21 02:15:00 PM,14.6769,64.652
1827,06/13/21 02:30:00 PM,14.6915,63.797
1828,06/13/21 02:45:00 PM,14.7712,66.193
1829,06/13/21 03:00:00 PM,14.8729,66.879
1830,06/13/21 03:15:00 PM,15.0043,67.050
1831,06/13/21 03:30:00 PM,15.1515,66.879
1832,06/13/21 03:45:00 PM,15.3366,66.537
1833,06/13/21 04:00:00 PM,15.5240,66.193
1834,06/13/21 04:15:00 PM,15.7476,66.022
1835,06/13/21 04:30:00 PM,15.9762,64.996
1836,06/13/21 04:45:00 PM,16.1885,64.996
1837,06/13/21 05:00:00 PM,16.4500,64.652
1838,06/13/21 05:15:00 PM,16.6296,63.968
1839,06/13/21 05:30:00 PM,16.8340,62.769
1840,06/13/21 05:45:00 PM,17.0305,60.539
1841,06/13/21 06:00:00 PM,17.2435,58.303
1842,06/13/21 06:15:00 PM,17.4147,57.268
1843,06/13/21 06:30:00 PM,17.5809,56.923
1844,06/13/21 06:45:00 PM,17.7422,56.577
1845,06/13/21 07:00:00 PM,17.9534,56.057
1846,06/13/21 07:15:00 PM,18.0908,55.711
1847,06/13/21 07:30:00 PM,18.2662,55.189
1848,06/13/21 07:45:00 PM,18.4827,54.842
1849,06/13/21 08:00:00 PM,18.5712,54.842
1850,06/13/21 08:15:00 PM,18.7764,54.669
1851,06/13/21 08:30:00 PM,18.8626,54.669
1852,06/13/21 08:45:00 PM,18.8944,54.842
1853,06/13/21 09:00:00 PM,19.0092,54.842
1854,06/13/21 09:15:00 PM,18.9709,54.842
1855,06/13/21 09:30:00 PM,19.0332,54.842
1856,06/13/21 09:45:00 PM,19.0601,55.017
1857,06/13/21 10:00:00 PM,19.0697,55.017
1858,06/13/21 10:15:00 PM,19.0745,55.017
1859,06/13/21 10:30:00 PM,19.0530,55.017
1860,06/13/21 10:45:00 PM,18.9889,55.189
1861,06/13/21 11:00:00 PM,18.9290,55.189
1862,06/13/21 11:15:00 PM,18.7925,55.189
1863,06/13/21 11:30:00 PM,18.7519,55.189
1864,06/13/21 11:45:00 PM,18.6490,55.189
1865,06/14/21 12:00:00 AM,18.6250,55.189
1866,06/14/21 12:15:00 AM,18.5083,55.364
1867,06/14/21 12:30:00 AM,18.5131,55.364
1868,06/14/21 12:45:00 AM,18.4198,55.364
1869,06/14/21 01:00:00 AM,18.4294,55.364
1870,06/14/21 01:15:00 AM,18.3457,55.364
1871,06/14/21 01:30:00 AM,18.3313,55.364
1872,06/14/21 01:45:00 AM,18.2643,55.364
1873,06/14/21 02:00:00 AM,18.2164,55.364
1874,06/14/21 02:15:00 AM,18.1877,55.364
1875,06/14/21 02:30:00 AM,18.1877,55.364
1876,06/14/21 02:45:00 AM,18.1209,55.364
1877,06/14/21 03:00:00 AM,18.1592,55.364
1878,06/14/21 03:15:00 AM,18.1161,55.364
1879,06/14/21 03:30:00 AM,18.1232,55.364
1880,06/14/21 03:45:00 AM,18.1209,55.364
1881,06/14/21 04:00:00 AM,18.1161,55.364
1882,06/14/21 04:15:00 AM,18.0826,55.364
1883,06/14/21 04:30:00 AM,18.0922,55.364
1884,06/14/21 04:45:00 AM,18.1017,55.364
1885,06/14/21 05:00:00 AM,18.1274,55.189
1886,06/14/21 05:15:00 AM,18.1394,55.189
1887,06/14/21 05:30:00 AM,18.1682,55.189
1888,06/14/21 05:45:00 AM,18.1687,55.364
1889,06/14/21 06:00:00 AM,18.1806,55.364
1890,06/14/21 06:15:00 AM,18.1496,55.364
1891,06/14/21 06:30:00 AM,18.1615,55.364
1892,06/14/21 06:45:00 AM,18.1017,55.364
1893,06/14/21 07:00:00 AM,18.0826,55.364
1894,06/14/21 07:15:00 AM,18.0204,55.364
1895,06/14/21 07:30:00 AM,17.9870,55.364
1896,06/14/21 07:45:00 AM,17.9272,55.364
1897,06/14/21 08:00:00 AM,17.8650,55.364
1898,06/14/21 08:15:00 AM,17.7480,55.364
1899,06/14/21 08:30:00 AM,17.6237,55.364
1900,06/14/21 08:45:00 AM,17.4857,55.537
1901,06/14/21 09:00:00 AM,17.3549,55.711
1902,06/14/21 09:15:00 AM,17.2147,55.884
1903,06/14/21 09:30:00 AM,17.0743,56.057
1904,06/14/21 09:45:00 AM,16.9227,56.404
1905,06/14/21 10:00:00 AM,16.7685,56.750
1906,06/14/21 10:15:00 AM,16.6113,57.614
1907,06/14/21 10:30:00 AM,16.4393,58.303
1908,06/14/21 10:45:00 AM,16.2600,58.993
1909,06/14/21 11:00:00 AM,16.0927,59.680
1910,06/14/21 11:15:00 AM,15.9249,60.195
1911,06/14/21 11:30:00 AM,15.7772,61.054
1912,06/14/21 11:45:00 AM,15.6594,61.569
1913,06/14/21 12:00:00 PM,15.5393,62.083
1914,06/14/21 12:15:00 PM,15.4245,62.769
1915,06/14/21 12:30:00 PM,15.3090,63.282
1916,06/14/21 12:45:00 PM,15.2079,63.797
1917,06/14/21 01:00:00 PM,15.1132,63.968
1918,06/14/21 01:15:00 PM,15.0104,63.797
1919,06/14/21 01:30:00 PM,14.9184,64.139
1920,06/14/21 01:45:00 PM,14.8597,64.481
1921,06/14/21 02:00:00 PM,14.7915,64.825
1922,06/14/21 02:15:00 PM,14.7445,66.022
1923,06/14/21 02:30:00 PM,14.7460,64.652
1924,06/14/21 02:45:00 PM,14.7469,64.996
1925,06/14/21 03:00:00 PM,14.7632,63.968
1926,06/14/21 03:15:00 PM,14.8243,65.509
1927,06/14/21 03:30:00 PM,14.8929,65.338
1928,06/14/21 03:45:00 PM,14.9699,65.680
1929,06/14/21 04:00:00 PM,15.0942,65.851
1930,06/14/21 04:15:00 PM,15.2523,66.193
1931,06/14/21 04:30:00 PM,15.4369,64.825
1932,06/14/21 04:45:00 PM,15.6796,64.652
1933,06/14/21 05:00:00 PM,15.9024,64.139
1934,06/14/21 05:15:00 PM,16.1356,63.968
1935,06/14/21 05:30:00 PM,16.3727,63.455
1936,06/14/21 05:45:00 PM,16.5608,62.425
1937,06/14/21 06:00:00 PM,16.7282,60.883
1938,06/14/21 06:15:00 PM,16.9256,58.993
1939,06/14/21 06:30:00 PM,17.0795,57.785
1940,06/14/21 06:45:00 PM,17.2852,57.096
1941,06/14/21 07:00:00 PM,17.4598,56.404
1942,06/14/21 07:15:00 PM,17.6641,56.057
1943,06/14/21 07:30:00 PM,17.8495,55.711
1944,06/14/21 07:45:00 PM,18.0659,55.364
1945,06/14/21 08:00:00 PM,18.2417,55.017
1946,06/14/21 08:15:00 PM,18.4205,54.842
1947,06/14/21 08:30:00 PM,18.5777,54.669
1948,06/14/21 08:45:00 PM,18.6903,54.669
1949,06/14/21 09:00:00 PM,18.7693,54.669
1950,06/14/21 09:15:00 PM,18.8440,54.842
1951,06/14/21 09:30:00 PM,18.8997,55.017
1952,06/14/21 09:45:00 PM,18.9644,55.017
1953,06/14/21 10:00:00 PM,18.9954,55.017
1954,06/14/21 10:15:00 PM,19.0410,55.017
1955,06/14/21 10:30:00 PM,19.0506,55.017
1956,06/14/21 10:45:00 PM,19.0716,54.842
1957,06/14/21 11:00:00 PM,19.0691,54.842
1958,06/14/21 11:15:00 PM,19.0379,54.842
1959,06/14/21 11:30:00 PM,18.9709,54.842
1960,06/14/21 11:45:00 PM,18.8877,55.017
1961,06/15/21 12:00:00 AM,18.7849,55.017
1962,06/15/21 12:15:00 AM,18.6914,55.017
1963,06/15/21 12:30:00 AM,18.6172,55.017
1964,06/15/21 12:45:00 AM,18.5431,55.017
1965,06/15/21 01:00:00 AM,18.4814,55.189
1966,06/15/21 01:15:00 AM,18.4408,55.189
1967,06/15/21 01:30:00 AM,18.3786,55.189
1968,06/15/21 01:45:00 AM,18.3307,55.189
1969,06/15/21 02:00:00 AM,18.2643,55.364
1970,06/15/21 02:15:00 AM,18.1902,55.364
1971,06/15/21 02:30:00 AM,18.1215,55.537
1972,06/15/21 02:45:00 AM,18.0694,55.711
1973,06/15/21 03:00:00 AM,18.0257,55.537
1974,06/15/21 03:15:00 AM,17.9924,55.537
1975,06/15/21 03:30:00 AM,17.9845,55.364
1976,06/15/21 03:45:00 AM,17.9822,55.364
1977,06/15/21 04:00:00 AM,17.9918,55.364
1978,06/15/21 04:15:00 AM,17.9989,55.364
1979,06/15/21 04:30:00 AM,18.0037,55.364
1980,06/15/21 04:45:00 AM,17.9797,55.364
1981,06/15/21 05:00:00 AM,17.9535,55.364
1982,06/15/21 05:15:00 AM,17.9225,55.364
1983,06/15/21 05:30:00 AM,17.9004,55.189
1984,06/15/21 05:45:00 AM,17.8884,55.189
1985,06/15/21 06:00:00 AM,17.8932,55.189
1986,06/15/21 06:15:00 AM,17.9123,55.189
1987,06/15/21 06:30:00 AM,17.9458,55.189
1988,06/15/21 06:45:00 AM,17.9768,55.189
1989,06/15/21 07:00:00 AM,18.0056,55.189
1990,06/15/21 07:15:00 AM,18.0056,55.189
1991,06/15/21 07:30:00 AM,17.9822,55.364
1992,06/15/21 07:45:00 AM,17.9320,55.364
1993,06/15/21 08:00:00 AM,17.8531,55.364
1994,06/15/21 08:15:00 AM,17.7647,55.364
1995,06/15/21 08:30:00 AM,17.6697,55.537
1996,06/15/21 08:45:00 AM,17.6003,55.537
1997,06/15/21 09:00:00 AM,17.5239,55.537
1998,06/15/21 09:15:00 AM,17.4595,55.537
1999,06/15/21 09:30:00 AM,17.3860,55.711
2000,06/15/21 09:45:00 AM,17.3024,55.711
2001,06/15/21 10:00:00 AM,17.1836,55.884
2002,06/15/21 10:15:00 AM,17.0457,56.057
2003,06/15/21 10:30:00 AM,16.8892,56.404
2004,06/15/21 10:45:00 AM,16.7220,57.096
2005,06/15/21 11:00:00 AM,16.5459,57.268
2006,06/15/21 11:15:00 AM,16.3791,58.131
2007,06/15/21 11:30:00 AM,16.2371,59.337
2008,06/15/21 11:45:00 AM,16.1018,60.368
2009,06/15/21 12:00:00 PM,15.9730,61.227
2010,06/15/21 12:15:00 PM,15.8586,62.083
2011,06/15/21 12:30:00 PM,15.7485,62.769
2012,06/15/21 12:45:00 PM,15.6277,63.968
2013,06/15/21 01:00:00 PM,15.5185,64.996
2014,06/15/21 01:15:00 PM,15.4058,65.680
2015,06/15/21 01:30:00 PM,15.2999,66.193
2016,06/15/21 01:45:00 PM,15.2011,66.708
2017,06/15/21 02:00:00 PM,15.1090,67.050
2018,06/15/21 02:15:00 PM,15.0346,67.735
2019,06/15/21 02:30:00 PM,14.9743,68.421
2020,06/15/21 02:45:00 PM,14.9327,68.934
2021,06/15/21 03:00:00 PM,14.9141,69.107
2022,06/15/21 03:15:00 PM,14.9177,69.622
2023,06/15/21 03:30:00 PM,14.9527,70.308
2024,06/15/21 03:45:00 PM,14.9988,70.651
2025,06/15/21 04:00:00 PM,15.0437,70.480
2026,06/15/21 04:15:00 PM,15.0970,70.824
2027,06/15/21 04:30:00 PM,15.1833,70.995
2028,06/15/21 04:45:00 PM,15.3158,70.651
2029,06/15/21 05:00:00 PM,15.5025,69.964
2030,06/15/21 05:15:00 PM,15.7341,69.107
2031,06/15/21 05:30:00 PM,15.9571,68.592
2032,06/15/21 05:45:00 PM,16.1645,67.564
2033,06/15/21 06:00:00 PM,16.3565,67.050
2034,06/15/21 06:15:00 PM,16.5165,66.193
2035,06/15/21 06:30:00 PM,16.6702,64.825
2036,06/15/21 06:45:00 PM,16.8474,63.282
2037,06/15/21 07:00:00 PM,17.0445,62.083
2038,06/15/21 07:15:00 PM,17.2393,60.883
2039,06/15/21 07:30:00 PM,17.4393,59.851
2040,06/15/21 07:45:00 PM,17.6537,58.820
2041,06/15/21 08:00:00 PM,17.8446,57.958
2042,06/15/21 08:15:00 PM,18.0146,57.268
2043,06/15/21 08:30:00 PM,18.1989,56.577
2044,06/15/21 08:45:00 PM,18.3335,56.057
2045,06/15/21 09:00:00 PM,18.4790,55.884
2046,06/15/21 09:15:00 PM,18.5933,55.711
2047,06/15/21 09:30:00 PM,18.6980,55.537
2048,06/15/21 09:45:00 PM,18.7925,55.189
2049,06/15/21 10:00:00 PM,18.8764,55.189
2050,06/15/21 10:15:00 PM,18.9673,55.189
2051,06/15/21 10:30:00 PM,19.0224,55.189
2052,06/15/21 10:45:00 PM,19.0649,55.017
2053,06/15/21 11:00:00 PM,19.0764,54.842
2054,06/15/21 11:15:00 PM,19.0716,54.842
2055,06/15/21 11:30:00 PM,19.0374,54.669
2056,06/15/21 11:45:00 PM,18.9830,54.842
2057,06/16/21 12:00:00 AM,18.9260,55.017
2058,06/16/21 12:15:00 AM,18.8477,55.189
2059,06/16/21 12:30:00 AM,18.7674,55.537
2060,06/16/21 12:45:00 AM,18.6955,55.537
2061,06/16/21 01:00:00 AM,18.6339,55.711
2062,06/16/21 01:15:00 AM,18.5669,55.711
2063,06/16/21 01:30:00 AM,18.4909,55.884
2064,06/16/21 01:45:00 AM,18.3993,55.711
2065,06/16/21 02:00:00 AM,18.3013,55.711
2066,06/16/21 02:15:00 AM,18.2211,56.057
2067,06/16/21 02:30:00 AM,18.1255,56.057
2068,06/16/21 02:45:00 AM,18.0453,56.404
2069,06/16/21 03:00:00 AM,17.9766,56.577
2070,06/16/21 03:15:00 AM,17.9220,56.750
2071,06/16/21 03:30:00 AM,17.8700,56.923
2072,06/16/21 03:45:00 AM,17.8251,57.096
2073,06/16/21 04:00:00 AM,17.7750,57.096
2074,06/16/21 04:15:00 AM,17.7367,57.096
2075,06/16/21 04:30:00 AM,17.6937,57.096
2076,06/16/21 04:45:00 AM,17.6650,57.096
2077,06/16/21 05:00:00 AM,17.6363,57.096
2078,06/16/21 05:15:00 AM,17.6172,57.096
2079,06/16/21 05:30:00 AM,17.6053,57.096
2080,06/16/21 05:45:00 AM,17.6005,57.096
2081,06/16/21 06:00:00 AM,17.6005,57.096
2082,06/16/21 06:15:00 AM,17.5995,56.750
2083,06/16/21 06:30:00 AM,17.6037,56.577
2084,06/16/21 06:45:00 AM,17.5979,56.230
2085,06/16/21 07:00:00 AM,17.5996,56.057
2086,06/16/21 07:15:00 AM,17.6201,55.711
2087,06/16/21 07:30:00 AM,17.6457,55.537
2088,06/16/21 07:45:00 AM,17.6578,55.537
2089,06/16/21 08:00:00 AM,17.6626,55.537
2090,06/16/21 08:15:00 AM,17.6386,55.537
2091,06/16/21 08:30:00 AM,17.6009,55.711
2092,06/16/21 08:45:00 AM,17.5632,55.884
2093,06/16/21 09:00:00 AM,17.5304,56.057
2094,06/16/21 09:15:00 AM,17.4844,55.884
2095,06/16/21 09:30:00 AM,17.4433,55.711
2096,06/16/21 09:45:00 AM,17.3889,55.884
2097,06/16/21 10:00:00 AM,17.3159,56.230
2098,06/16/21 10:15:00 AM,17.2244,56.750
2099,06/16/21 10:30:00 AM,17.1281,57.268
2100,06/16/21 10:45:00 AM,17.0174,57.785
2101,06/16/21 11:00:00 AM,16.9060,58.820
2102,06/16/21 11:15:00 AM,16.7939,59.680
2103,06/16/21 11:30:00 AM,16.6843,60.539
2104,06/16/21 11:45:00 AM,16.5655,61.569
2105,06/16/21 12:00:00 PM,16.4473,62.769
2106,06/16/21 12:15:00 PM,16.3131,63.455
2107,06/16/21 12:30:00 PM,16.1723,64.310
2108,06/16/21 12:45:00 PM,16.0410,65.167
2109,06/16/21 01:00:00 PM,15.9173,66.193
2110,06/16/21 01:15:00 PM,15.8117,67.735
2111,06/16/21 01:30:00 PM,15.7122,68.934
2112,06/16/21 01:45:00 PM,15.6281,69.622
2113,06/16/21 02:00:00 PM,15.5356,69.793
2114,06/16/21 02:15:00 PM,15.4549,69.964
2115,06/16/21 02:30:00 PM,15.3862,70.137
2116,06/16/21 02:45:00 PM,15.3158,70.651
2117,06/16/21 03:00:00 PM,15.2409,71.168
2118,06/16/21 03:15:00 PM,15.1773,71.512
2119,06/16/21 03:30:00 PM,15.1380,72.028
2120,06/16/21 03:45:00 PM,15.1197,72.372
2121,06/16/21 04:00:00 PM,15.0968,72.718
2122,06/16/21 04:15:00 PM,15.1401,72.891
2123,06/16/21 04:30:00 PM,15.1763,73.062
2124,06/16/21 04:45:00 PM,15.2483,73.234
2125,06/16/21 05:00:00 PM,15.3314,73.062
2126,06/16/21 05:15:00 PM,15.4311,72.891
2127,06/16/21 05:30:00 PM,15.5682,72.372
2128,06/16/21 05:45:00 PM,15.7248,72.028
2129,06/16/21 06:00:00 PM,15.9015,72.028
2130,06/16/21 06:15:00 PM,16.0829,70.137
2131,06/16/21 06:30:00 PM,16.2821,69.622
2132,06/16/21 06:45:00 PM,16.4638,68.763
2133,06/16/21 07:00:00 PM,16.6387,67.221
2134,06/16/21 07:15:00 PM,16.8274,65.509
2135,06/16/21 07:30:00 PM,16.9928,63.968
2136,06/16/21 07:45:00 PM,17.1799,62.598
2137,06/16/21 08:00:00 PM,17.3760,61.054
2138,06/16/21 08:15:00 PM,17.5761,60.024
2139,06/16/21 08:30:00 PM,17.7609,59.508
2140,06/16/21 08:45:00 PM,17.9029,58.993
2141,06/16/21 09:00:00 PM,18.0710,58.476
2142,06/16/21 09:15:00 PM,18.2302,58.131
2143,06/16/21 09:30:00 PM,18.3512,57.785
2144,06/16/21 09:45:00 PM,18.4720,57.441
2145,06/16/21 10:00:00 PM,18.6062,57.441
2146,06/16/21 10:15:00 PM,18.7180,57.268
2147,06/16/21 10:30:00 PM,18.8114,57.268
2148,06/16/21 10:45:00 PM,18.8904,57.268
2149,06/16/21 11:00:00 PM,18.9331,57.096
2150,06/16/21 11:15:00 PM,18.9714,57.096
2151,06/16/21 11:30:00 PM,18.9911,57.268
2152,06/16/21 11:45:00 PM,18.9863,57.268
2153,06/17/21 12:00:00 AM,18.9647,57.268
2154,06/17/21 12:15:00 AM,18.9150,57.441
2155,06/17/21 12:30:00 AM,18.8594,57.268
2156,06/17/21 12:45:00 AM,18.7899,57.268
2157,06/17/21 01:00:00 AM,18.7067,57.441
2158,06/17/21 01:15:00 AM,18.6234,57.614
2159,06/17/21 01:30:00 AM,18.5403,57.096
2160,06/17/21 01:45:00 AM,18.4566,57.096
2161,06/17/21 02:00:00 AM,18.3705,57.096
2162,06/17/21 02:15:00 AM,18.2658,57.268
2163,06/17/21 02:30:00 AM,18.1580,57.268
2164,06/17/21 02:45:00 AM,18.0372,57.614
2165,06/17/21 03:00:00 AM,17.9248,57.614
2166,06/17/21 03:15:00 AM,17.8196,57.614
2167,06/17/21 03:30:00 AM,17.7197,57.785
2168,06/17/21 03:45:00 AM,17.6486,57.958
2169,06/17/21 04:00:00 AM,17.5841,57.958
2170,06/17/21 04:15:00 AM,17.5243,57.958
2171,06/17/21 04:30:00 AM,17.4741,57.958
2172,06/17/21 04:45:00 AM,17.4192,57.958
2173,06/17/21 05:00:00 AM,17.3648,58.131
2174,06/17/21 05:15:00 AM,17.3152,58.303
2175,06/17/21 05:30:00 AM,17.2602,58.303
2176,06/17/21 05:45:00 AM,17.2173,58.303
2177,06/17/21 06:00:00 AM,17.1909,58.303
2178,06/17/21 06:15:00 AM,17.1661,57.958
2179,06/17/21 06:30:00 AM,17.1668,57.441
2180,06/17/21 06:45:00 AM,17.1729,57.096
2181,06/17/21 07:00:00 AM,17.1854,57.268
2182,06/17/21 07:15:00 AM,17.1902,57.268
2183,06/17/21 07:30:00 AM,17.1854,57.268
2184,06/17/21 07:45:00 AM,17.1854,57.268
2185,06/17/21 08:00:00 AM,17.1920,57.096
2186,06/17/21 08:15:00 AM,17.2240,56.577
2187,06/17/21 08:30:00 AM,17.2528,55.884
2188,06/17/21 08:45:00 AM,17.2815,55.884
2189,06/17/21 09:00:00 AM,17.3030,55.884
2190,06/17/21 09:15:00 AM,17.3059,56.057
2191,06/17/21 09:30:00 AM,17.2944,56.230
2192,06/17/21 09:45:00 AM,17.2759,56.404
2193,06/17/21 10:00:00 AM,17.2592,56.404
2194,06/17/21 10:15:00 AM,17.2305,56.404
2195,06/17/21 10:30:00 AM,17.1994,56.404
2196,06/17/21 10:45:00 AM,17.1404,56.577
2197,06/17/21 11:00:00 AM,17.0931,56.750
2198,06/17/21 11:15:00 AM,17.0340,56.923
2199,06/17/21 11:30:00 AM,16.9667,56.750
2200,06/17/21 11:45:00 AM,16.9046,56.750
2201,06/17/21 12:00:00 PM,16.8160,57.441
2202,06/17/21 12:15:00 PM,16.7062,59.851
2203,06/17/21 12:30:00 PM,16.6046,61.912
2204,06/17/21 12:45:00 PM,16.4988,63.282
2205,06/17/21 01:00:00 PM,16.3780,64.481
2206,06/17/21 01:15:00 PM,16.2830,65.509
2207,06/17/21 01:30:00 PM,16.1869,66.193
2208,06/17/21 01:45:00 PM,16.1005,66.879
2209,06/17/21 02:00:00 PM,16.0170,67.735
2210,06/17/21 02:15:00 PM,15.9150,68.934
2211,06/17/21 02:30:00 PM,15.8251,70.137
2212,06/17/21 02:45:00 PM,15.7331,71.512
2213,06/17/21 03:00:00 PM,15.6522,72.545
2214,06/17/21 03:15:00 PM,15.5871,73.234
2215,06/17/21 03:30:00 PM,15.5306,73.580
2216,06/17/21 03:45:00 PM,15.4838,73.926
2217,06/17/21 04:00:00 PM,15.4584,74.271
2218,06/17/21 04:15:00 PM,15.4377,74.619
2219,06/17/21 04:30:00 PM,15.4385,74.964
2220,06/17/21 04:45:00 PM,15.4490,75.312
2221,06/17/21 05:00:00 PM,15.4712,75.659
2222,06/17/21 05:15:00 PM,15.5118,75.659
2223,06/17/21 05:30:00 PM,15.5544,75.484
2224,06/17/21 05:45:00 PM,15.6156,75.139
2225,06/17/21 06:00:00 PM,15.7070,74.446
2226,06/17/21 06:15:00 PM,15.8207,74.098
2227,06/17/21 06:30:00 PM,15.9542,73.926
2228,06/17/21 06:45:00 PM,16.1102,72.372
2229,06/17/21 07:00:00 PM,16.2690,70.995
2230,06/17/21 07:15:00 PM,16.4412,69.278
2231,06/17/21 07:30:00 PM,16.6096,67.050
2232,06/17/21 07:45:00 PM,16.7793,66.193
2233,06/17/21 08:00:00 PM,16.9559,65.338
2234,06/17/21 08:15:00 PM,17.1481,64.825
2235,06/17/21 08:30:00 PM,17.3407,64.481
2236,06/17/21 08:45:00 PM,17.5229,63.797
2237,06/17/21 09:00:00 PM,17.6959,63.282
2238,06/17/21 09:15:00 PM,17.8634,63.282
2239,06/17/21 09:30:00 PM,18.0143,63.282
2240,06/17/21 09:45:00 PM,18.1554,63.282
2241,06/17/21 10:00:00 PM,18.2823,63.282
2242,06/17/21 10:15:00 PM,18.4136,63.111
2243,06/17/21 10:30:00 PM,18.5213,63.111
2244,06/17/21 10:45:00 PM,18.6214,62.940
2245,06/17/21 11:00:00 PM,18.7052,62.940
2246,06/17/21 11:15:00 PM,18.7814,62.769
2247,06/17/21 11:30:00 PM,18.8342,62.769
2248,06/17/21 11:45:00 PM,18.8725,62.769
2249,06/18/21 12:00:00 AM,18.8797,62.769
2250,06/18/21 12:15:00 AM,18.8835,62.425
2251,06/18/21 12:30:00 AM,18.8680,62.083
2252,06/18/21 12:45:00 AM,18.8439,62.083
2253,06/18/21 01:00:00 AM,18.8128,62.083
2254,06/18/21 01:15:00 AM,18.7524,61.912
2255,06/18/21 01:30:00 AM,18.6829,61.912
2256,06/18/21 01:45:00 AM,18.5889,61.741
2257,06/18/21 02:00:00 AM,18.4901,61.569
2258,06/18/21 02:15:00 AM,18.3799,61.569
2259,06/18/21 02:30:00 AM,18.2584,61.741
2260,06/18/21 02:45:00 AM,18.1244,61.741
2261,06/18/21 03:00:00 AM,17.9970,61.569
2262,06/18/21 03:15:00 AM,17.8630,61.569
2263,06/18/21 03:30:00 AM,17.7577,61.569
2264,06/18/21 03:45:00 AM,17.6411,61.741
2265,06/18/21 04:00:00 AM,17.5304,63.111
2266,06/18/21 04:15:00 AM,17.4171,63.626
2267,06/18/21 04:30:00 AM,17.3153,63.968
2268,06/18/21 04:45:00 AM,17.2058,64.139
2269,06/18/21 05:00:00 AM,17.0978,63.968
2270,06/18/21 05:15:00 AM,17.0118,63.968
2271,06/18/21 05:30:00 AM,16.9305,63.968
2272,06/18/21 05:45:00 AM,16.8614,63.968
2273,06/18/21 06:00:00 AM,16.8183,63.968
2274,06/18/21 06:15:00 AM,16.7777,63.968
2275,06/18/21 06:30:00 AM,16.7533,63.797
2276,06/18/21 06:45:00 AM,16.7414,63.797
2277,06/18/21 07:00:00 AM,16.7175,63.797
2278,06/18/21 07:15:00 AM,16.7004,63.626
2279,06/18/21 07:30:00 AM,16.6908,63.626
2280,06/18/21 07:45:00 AM,16.6717,63.626
2281,06/18/21 08:00:00 AM,16.6669,63.626
2282,06/18/21 08:15:00 AM,16.6735,63.455
2283,06/18/21 08:30:00 AM,16.6975,63.455
2284,06/18/21 08:45:00 AM,16.7466,63.968
2285,06/18/21 09:00:00 AM,16.8141,64.139
2286,06/18/21 09:15:00 AM,16.8775,63.797
2287,06/18/21 09:30:00 AM,16.9276,63.797
2288,06/18/21 09:45:00 AM,16.9832,63.968
2289,06/18/21 10:00:00 AM,17.0242,64.139
2290,06/18/21 10:15:00 AM,17.0424,63.797
2291,06/18/21 10:30:00 AM,17.0705,63.626
2292,06/18/21 10:45:00 AM,17.0772,63.455
2293,06/18/21 11:00:00 AM,17.0676,63.455
2294,06/18/21 11:15:00 AM,17.0705,63.626
2295,06/18/21 11:30:00 AM,17.0807,63.797
2296,06/18/21 11:45:00 AM,17.0686,63.797
2297,06/18/21 12:00:00 PM,17.0711,63.797
2298,06/18/21 12:15:00 PM,17.0509,63.455
2299,06/18/21 12:30:00 PM,17.0108,63.626
2300,06/18/21 12:45:00 PM,16.9493,63.797
2301,06/18/21 01:00:00 PM,16.8799,64.652
2302,06/18/21 01:15:00 PM,16.8126,64.481
2303,06/18/21 01:30:00 PM,16.7391,64.652
2304,06/18/21 01:45:00 PM,16.6621,65.338
2305,06/18/21 02:00:00 PM,16.5856,66.193
2306,06/18/21 02:15:00 PM,16.5159,66.879
2307,06/18/21 02:30:00 PM,16.4519,67.050
2308,06/18/21 02:45:00 PM,16.3903,67.221
2309,06/18/21 03:00:00 PM,16.3101,67.564
2310,06/18/21 03:15:00 PM,16.2351,68.077
2311,06/18/21 03:30:00 PM,16.1652,68.763
2312,06/18/21 03:45:00 PM,16.0931,69.449
2313,06/18/21 04:00:00 PM,16.0380,70.308
2314,06/18/21 04:15:00 PM,15.9897,70.995
2315,06/18/21 04:30:00 PM,15.9552,71.512
2316,06/18/21 04:45:00 PM,15.9311,72.372
2317,06/18/21 05:00:00 PM,15.9133,72.891
2318,06/18/21 05:15:00 PM,15.9018,73.062
2319,06/18/21 05:30:00 PM,15.9022,73.234
